#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="ExtendedBayesianSkyline.t:Asn" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="scaledDemo.t:Asn" spec="beast.evolution.tree.coalescent.ScaledPopulationFunction">
#                <population id="demographic.alltrees" spec="beast.evolution.tree.coalescent.CompoundPopulationFunction">
#                    <parameter id="popSizes.alltrees" name="populationSizes">1.0</parameter>
#                    <populationIndicators id="indicators.alltrees" spec="beast.core.parameter.BooleanParameter">false</populationIndicators>
#                    <itree id="treeIntervals.t:Asn" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                        <tree id="Tree.t:Asn">
#                            <taxonset id="TaxonSet.Asn" spec="beast.evolution.alignment.TaxonSet">
#                            </taxonset>
#                        </tree>
#                    </itree>
#                </population>
#                <parameter id="RealParameter.4" lower="0.0" name="factor" upper="0.0">1.0</parameter>
#            </populationModel>
#            <treeIntervals idref="treeIntervals.t:Asn"/>
#        </distribution>
#        <prior id="GammaShapePrior.s:Asn" name="distribution">
#            <parameter id="gammaShape.s:Asn" name="x">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="mean" upper="0.0">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="indicatorsPrior.alltrees" name="distribution">
#            <x id="indsSun.alltrees" spec="beast.core.util.Sum">
#                <arg idref="indicators.alltrees"/>
#            </x>
#            <distr id="Poisson.EBSP" spec="beast.math.distributions.Poisson">
#                <parameter estimate="false" id="RealParameter.5" name="lambda" upper="0.0">0.69314718056</parameter>
#            </distr>
#        </prior>
#        <prior id="popSizePrior.alltrees" name="distribution" x="@popSizes.alltrees">
#            <Exponential id="popPriorDist.EBSP" name="distr">
#                <parameter id="populationMean.alltrees" name="mean">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="populationMeanPrior.alltrees" name="distribution" x="@populationMean.alltrees">
#            <OneOnX id="OneOnX.EBSP" name="distr"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:Asn" name="distribution">
#            <parameter id="ucldStdev.c:Asn" lower="0.0" name="x">0.1</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="alpha">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.3" name="beta">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@Asn" id="treeLikelihood.Asn" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:Asn">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:Asn" shape="@gammaShape.s:Asn" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:Asn" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:Asn" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="WAG.s:Asn" spec="beast.evolution.substitutionmodel.WAG"/>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:Asn" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:Asn">
#                <LogNormal S="@ucldStdev.c:Asn" id="LogNormalDistributionModel.c:Asn" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.1" lower="0.0" name="M" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="72" id="rateCategories.c:Asn" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:Asn" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.Asn	TreeHeight	gammaShape	mutationRate	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	ExtendedBayesianSkyline	indicators.alltrees1	indicators.alltrees2	indicators.alltrees3	indicators.alltrees4	indicators.alltrees5	indicators.alltrees6	indicators.alltrees7	indicators.alltrees8	indicators.alltrees9	indicators.alltrees10	indicators.alltrees11	indicators.alltrees12	indicators.alltrees13	indicators.alltrees14	indicators.alltrees15	indicators.alltrees16	indicators.alltrees17	indicators.alltrees18	indicators.alltrees19	indicators.alltrees20	indicators.alltrees21	indicators.alltrees22	indicators.alltrees23	indicators.alltrees24	indicators.alltrees25	indicators.alltrees26	indicators.alltrees27	indicators.alltrees28	indicators.alltrees29	indicators.alltrees30	indicators.alltrees31	indicators.alltrees32	indicators.alltrees33	indicators.alltrees34	indicators.alltrees35	indicators.alltrees36	populationMean.alltrees	popSizes.alltrees1	popSizes.alltrees2	popSizes.alltrees3	popSizes.alltrees4	popSizes.alltrees5	popSizes.alltrees6	popSizes.alltrees7	popSizes.alltrees8	popSizes.alltrees9	popSizes.alltrees10	popSizes.alltrees11	popSizes.alltrees12	popSizes.alltrees13	popSizes.alltrees14	popSizes.alltrees15	popSizes.alltrees16	popSizes.alltrees17	popSizes.alltrees18	popSizes.alltrees19	popSizes.alltrees20	popSizes.alltrees21	popSizes.alltrees22	popSizes.alltrees23	popSizes.alltrees24	popSizes.alltrees25	popSizes.alltrees26	popSizes.alltrees27	popSizes.alltrees28	popSizes.alltrees29	popSizes.alltrees30	popSizes.alltrees31	popSizes.alltrees32	popSizes.alltrees33	popSizes.alltrees34	popSizes.alltrees35	popSizes.alltrees36	popSizes.alltrees37	sum(indicators.alltrees)
13810000	-4980.437585064395	-4789.879883766295	-190.5577012980993	-4789.879883766295	0.9690472090478242	0.7876163808813135	1.0	0.252256857737574	0.9587190220705794	0.07707270271684229	0.283036778133208	-66.24313881143947	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.508301929224945	15.897018437278607	4.72573495890129	0.406015936919319	4.855724363324088	2.5118858978809278	17.62662650204412	2.272389713987907	8.996260809375482	2.1311301332657195	0.6282018714810582	4.766817355741589	10.88450622070737	4.3691566624203215	43.84333256848097	0.7487426886700652	6.266578938165126	9.673359575427881	2.6519364178266494	31.675643774645938	2.509452416605011	1.2414651536485195	3.3393685226154832	3.745580801343063	0.4187962824658262	1.75529154065244	0.25265733965837395	3.1393141096647197	6.902008316032694	13.663829539094646	12.850015140390559	15.845081846598873	18.820428287390268	6.41280026273772	6.2444739178670705	12.562807642756116	0.6641101812817931	18.32405195423039	2
13820000	-4953.361669910144	-4794.140612910695	-159.22105699944888	-4794.140612910695	0.9028008338262921	1.0832797750895484	1.0	0.2831328410096245	0.9606592741742183	0.08005959169818375	0.27619059405570384	-55.64912563412639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.748747373358277	18.929306515159805	3.0606557008788466	0.07255285337321354	3.1448442588831607	0.5666589427486272	0.638757044142019	2.5880354885112697	0.552691332905302	2.7201802954042757	0.4068593892744001	2.7850238539440424	4.6887215691135085	1.212355833991656	28.395444716697956	1.2456164860379357	0.6559584041433569	0.23900667539806664	1.5287306792535595	3.1008992329915204	2.08317266445268	3.533045134287992	0.5878047683458146	0.5813973987150415	0.27120751028000434	1.3824192244825282	0.2382466180271929	8.247221317717454	4.47013454704833	8.849475930912092	8.322403274380784	10.262179429537856	1.9246670785928959	5.757556374571059	4.044277739213841	9.816155694601509	7.262882485706975	1.6609358258512126	2
13830000	-4931.060285498964	-4791.668193138789	-139.3920923601749	-4791.668193138789	0.6819601055678819	1.0268170571315773	1.0	0.4695102187436174	1.0127967355189909	0.26908443543175575	0.4572805972547632	-54.67717971215472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5.547336830923426	11.629704701912651	1.6812326717703012	0.6618884476666083	3.8256998665935398	1.7460912361147605	4.382392220886935	5.298796305316349	0.3274018776002067	0.025647442843675164	0.2798099550729243	0.634461192827394	2.698705092876313	1.0878806884582084	1.656198124644449	1.0498049299271903	6.454606695183704	1.3684190002598442	4.189735521632277	1.0090194523031968	0.9992764533602662	0.9982443213058954	3.829960698092126	4.513678022766731	4.736439344162715	0.5186926517163856	0.19947439677197878	1.5419615234638084	1.1646374131853179	5.712367260636171	1.4982479268893811	3.7825604565995214	1.7124167782669473	3.591560498405376	0.6454516963491665	0.4649676853851184	0.4148827195897843	0.2199060589911854	2
13840000	-5006.467638139253	-4798.736040968857	-207.73159717039587	-4798.736040968857	0.8297844567587895	1.0246091570841886	1.0	0.33189644604525026	0.9368473158981268	0.09786496631050402	0.3126381616375862	-66.51710301632393	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.604349481886484	51.062271483811685	9.53470839857924	2.6970703681948223	4.403764457876435	1.062513533771435	4.862234993610063	15.918996983068148	35.35734615942619	15.39890594569275	1.063708069005354	0.12808362177537627	20.428724577915606	10.830646963886139	6.748694438746783	13.593731297658392	7.375904426752825	12.11801327691819	50.52178448073277	3.1159939337714273	4.071862745896293	1.2069126476537921	22.789682373055	18.39238513633678	1.241631347349781	2.113574554861108	0.5086539095708975	6.283201872599462	3.532789579759354	22.15559359739846	0.5543151505091051	22.264082094513867	6.164811139017538	8.219593171489128	2.1274188315777565	35.96740484810705	5.810891874558145	5.301980108986249	2
13850000	-4932.155725823875	-4798.523078990097	-133.6326468337788	-4798.523078990097	0.731160529813398	1.061537696086361	1.0	0.3005790713072977	0.9303560933485118	0.0780691017517591	0.294509891405175	-56.83474346360635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.089119439791014	14.165312044916034	1.7248256357304892	0.4878991488743052	1.826322237720406	0.1922083512939574	9.28810704560568	2.8797413558660785	0.18108301758795312	0.03469767474923109	0.0309106824035949	0.7057558759456038	5.0974218466399535	0.42139982877855797	1.220836620173592	0.5788716333819763	3.0775358171404967	2.1921446446401487	9.139374314604478	0.5636822850870311	0.5484224885060573	0.8336615985026827	4.12264609928268	3.3271764651039826	0.22461070527910498	1.1833459883946933	2.4373398545995135	0.5121461296398465	7.135274903082917	0.2971341338836698	0.17610684776090857	0.7131634092280754	1.1152123219204881	1.6593024527316176	0.38484937192079194	2.000876006257221	1.2039192604776785	3.9740857449803006	1
13860000	-4946.3669190313585	-4799.427107403519	-146.9398116278399	-4799.427107403519	1.0872915657627933	1.061537696086361	1.0	0.40739121613066615	1.023160089551551	0.1649028954829608	0.38787263801555594	-60.74920204586358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.199308780629911	26.337684112093676	2.5907556991174645	0.6203629818486497	1.4928751028416576	0.8405008866881153	0.3407995085984324	3.6615864950774863	3.807131288232325	0.03502413145949358	0.13534357704403324	0.1874456804622128	2.7637577495394066	0.4834644775340881	3.3881370226664975	0.38004839802029045	0.981483910671122	1.3775945723845242	3.1050955135585423	1.4867877287245406	4.098354841103124	0.5305047425326616	5.241937874166272	1.9826272596042411	3.456994681430935	4.14194900501439	3.099073698871011	10.535490964879815	1.2859581103866182	2.522285091110628	0.7753611065490148	5.096534656208817	1.4179906708531371	0.7416020854739614	0.7321406997989813	1.851863992781169	1.5307814003327265	5.053043622983104	1
13870000	-4952.447040450663	-4797.1078572965125	-155.33918315415002	-4797.1078572965125	0.9019827726999609	1.3063335798405447	1.0	0.3225408405997385	0.8980230847802606	0.08341634759917974	0.3117324475283245	-63.40351399437979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6.073743598190683	22.948511625679483	1.390970344087102	0.24921677506177292	3.8909751503660988	1.2034864114824673	0.010773281677635665	1.2217792169455794	1.18311559421589	1.7037347721033385	2.9263202353217976	3.1089574831738984	0.26164024037854045	1.6925072498980258	0.32100420037473243	0.443966038923871	6.083371499644466	1.609282419635217	0.5477386188959642	6.2018892485879835	3.7911751634578414	1.7208968482634226	2.3239145548998303	4.3571247342796875	0.6896178194880431	12.287963193508844	1.295761632475083	3.6107449526120288	2.2408766131736564	3.8997360848273805	11.317585261452816	3.739192606487311	1.6564724510062512	0.3038055472779708	0.6257316494908809	6.095667708607928	0.22351365506575993	2.2092024897638805	2
13880000	-5012.861222889393	-4790.360720142538	-222.500502746854	-4790.360720142538	0.9849367270264666	0.9607886336030491	1.0	0.49885370999736317	0.8838851195123991	0.2130572964544244	0.4937210575786888	-62.806786606840234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.88175469857018	28.829429770797255	11.683102826691659	4.149444040654598	12.322879463774036	22.10240178777867	17.366078290621456	19.864464097057763	24.20300785439292	0.013465386672565513	9.671442892930664	58.45262065461804	14.247580317990886	32.76289333261899	4.5435190425825915	24.18955795655646	10.87695296455779	5.961651508801574	58.201160577071605	13.548023146129172	1.3552960054740368	0.6897627756568547	10.763642774806309	30.926247064019044	5.12429875677488	70.57026872005567	8.021666771030983	5.09428288499699	44.9169143831088	22.8523791091256	64.99734907936367	58.066079577767965	4.105246668972634	11.571845360511455	2.741994176381249	35.00766574983458	1.0843478372423643	7.229987326247933	1
13890000	-4940.994686961549	-4792.01708719407	-148.97759976747875	-4792.01708719407	0.7879788205359071	0.7936544277337513	1.0	0.2568114656148545	0.9968052171085295	0.07321440459654102	0.26826459051148166	-61.83785793121086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.037291007999217	10.799011272987018	1.6871625101141035	0.5992232138207808	3.5093467416660014	3.1918184948799877	0.24118337958586927	3.266330586025879	3.495168029390025	2.1677299627622335	0.3812924319281159	8.441171121175456	2.0574999406352665	4.7313052169134115	1.0062321132686673	3.493225723161009	1.5707460199828551	2.2779766779805306	8.404857650180618	1.9564765522807581	2.383715243398584	0.7244268683696872	1.5543828408686686	0.39717912311416653	6.0789642900744925	0.6658136710768612	1.1584127646117761	0.7356678467167684	6.486473254694928	3.3001230813226847	9.386298507359367	4.004531647737306	1.057262780453607	1.671095765800198	6.304608180517914	5.055473883597729	0.11644202171714473	5.6293686346013345	1
13900000	-4976.939453628662	-4798.993611880181	-177.9458417484812	-4798.993611880181	0.867059458342788	0.9114391564211357	1.0	0.39166470142291676	0.9983500230914961	0.143759950003546	0.3718718046530024	-64.20141458288349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.406856216464142	22.72642721128222	3.429777166397451	6.65645174545758	15.220893290264904	1.3252058693556124	0.4982759084526224	2.2239106597110405	8.642204324788418	4.478449627540607	0.7877360091367712	17.439146163511882	4.250718494042197	9.774700931598874	10.978186731202943	1.629608004142747	1.30866763302621	1.001480511695486	17.364123880549887	4.042007924127561	11.268567442443636	0.923988457220692	3.2112972438105007	0.04961290870598362	5.953635855101185	1.3755463265572219	4.763176522166197	1.5198624601396835	0.6843078463639157	6.817931771148756	19.39174425614527	15.842020166103834	0.28325021977798254	2.189236472388099	12.197776596760123	2.6448234687900025	6.454153017678131	1.5454494446703377	1
13910000	-4955.48401748297	-4782.264898659425	-173.21911882354482	-4782.264898659425	0.7632611621068043	1.0138252860905417	1.0	0.35410009184978664	0.9851070328409351	0.17456378174972237	0.4093828092051534	-58.492490021496145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.366418443044317	19.18097686920486	2.9636192594873525	0.7686032766687132	1.650140499028398	1.9257854944703354	0.026082618546694077	2.428965925197619	10.097992997197133	15.411900079407719	0.8603690601910187	19.047119366393524	4.532671246316624	0.5018254975586596	11.99042838079355	1.7798657046800337	0.6343702559568564	11.463309147272783	18.96517966789462	1.1121705574175416	1.1398448769896001	2.6231465461455263	2.002513426503446	0.518237294760564	4.041723715562247	1.5023783177388854	6.096683955865899	18.688217041514115	8.888254451548123	1.6399239353394857	21.179756400126063	0.6011443002566845	6.040393808137279	12.764274699103336	2.403609329157745	1.9102872854434063	7.049256986784042	1.3039111998367543	1
13920000	-4945.329444868061	-4798.350406910579	-146.97903795748127	-4798.350406910579	0.7219749980759311	0.8289960709365307	1.0	0.35160980895202576	0.9969813671337197	0.16928109849586562	0.4015736894832302	-50.145184122117875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7.505340281667748	13.76294713827448	0.16316481964395774	1.7541398896202642	7.036106585446708	1.2716121193254666	5.829594396527454	2.1377406061157256	0.12577003252622698	1.9231094261705812	0.3781890588377423	10.933826119682779	1.8732408268627896	3.2720160153008786	2.3101464246108785	7.021826736213732	4.752331954459232	0.09939381216785163	12.52286528282977	1.2088406545692938	5.955160532677417	0.6918971964085117	5.057585813049406	0.33042794874863224	0.5176703669993084	3.446202528974733	4.025690934030258	2.31187882230162	1.873694138485011	3.130247317654452	1.0632655174369865	5.026465520258331	1.5256967601637301	0.8029266968851807	4.582899017170842	1.2613785234846673	7.5616449856334444	7.055256798839752	1
13930000	-5002.246039819867	-4792.299779161063	-209.94626065880436	-4792.299779161063	0.9264817727022967	0.9258924556508576	1.0	0.4531977190795118	0.9120162706378038	0.23725010927321233	0.48245129765429495	-59.950312648697874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.364784834267127	17.12427615129898	4.400310981642468	6.161948562413048	20.002348787835263	28.73150083996295	49.27932485866316	15.089687536972285	8.291896052582892	0.4746949517470352	0.13260449685893622	38.408381531326214	28.73758588610154	18.48164280044818	8.814488256010469	10.793532589586048	23.734603334994354	0.5341804184434125	3.755889612308148	0.6256761013042695	26.362299880431625	29.905140034660906	37.38055741123179	21.725800031760777	9.27800825071286	0.4597461674363758	22.475975240227626	38.31850233283142	3.447030989868186	10.371636798609504	4.40038286069686	2.5608373525307493	1.4035253140672053	15.8817096738921	15.661213216181256	25.26318626913035	5.7468671470346075	48.80017977996205	1
13940000	-4917.39759984954	-4793.258205979159	-124.13939387038062	-4793.258205979159	0.7372036797486398	0.9258924556508576	1.0	0.3232835261817277	0.9793579839858845	0.0927718281168693	0.30462887506599434	-59.87226400654567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3.556440912752192	8.630917062763846	1.3515820660851665	0.6834153857277845	0.3101834329013866	0.00874572133500191	2.071853070655927	1.6566765818825913	0.489048593013387	0.8810118163139736	0.952723659529473	0.3260853296816791	0.8619265666305327	3.7170403092526407	0.4860172332527453	1.4559785386465849	1.3290837376012075	1.229926672228242	0.9283267714286645	1.092655997197041	1.4924362608102797	2.9187315472675066	1.6416250509344201	1.9241089543045204	0.4979531026197971	2.6947732041199073	0.5554012979406711	0.41176079447115316	1.1642684052598855	1.0689440557045795	0.3671178918351042	0.07384796753327395	1.3108689209309596	2.040310532949289	1.530955395996774	0.03593125301134401	0.4963529427560761	0.2593160751193537	1
13950000	-4959.1469413577715	-4782.531355234111	-176.61558612366036	-4782.531355234111	0.8820375901857834	0.9258924556508576	1.0	0.3873464316902249	0.9375042169987983	0.1481041165548363	0.3936411857964783	-62.543866769264575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.498521730546944	23.97991245182222	10.946348715964692	1.580948049981062	11.564609392413107	7.8009262756684326	5.166301715726053	7.226682826958239	0.20524441101563792	2.8484470185996664	0.316550648007123	2.432037802356528	12.230091668605743	5.490417397911422	7.178851445385716	1.709847121946867	6.001493348904209	31.329205674242267	0.6916500738759324	6.7650438370492845	4.825276504623025	9.436709042894426	1.1037813075975023	0.7512784894122183	16.204271495949843	0.17305277178507433	1.795698016701387	0.7109121174753065	0.3696226818577405	6.2179165357924155	10.958029325140828	0.23876186341050643	4.238241304439052	1.4700448969137638	5.96580709287919	0.49437927534283843	2.7261848023698323	2.169445226562773	1
13960000	-5007.299702562569	-4791.675474916821	-215.62422764574782	-4791.675474916821	0.9216141455249002	0.9960279811721287	1.0	0.32460583190845904	0.9919741162965066	0.11332346403742484	0.3427711815208378	-66.12424263192402	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	24.157991191583786	39.66956852453575	1.0773002040791095	21.866765679701057	1.7610310756243301	11.620132080806961	14.09486658818023	29.17970668896131	30.043440603377057	4.230630788091578	0.6650618179840121	9.101496370572084	20.88150186378274	7.366827628016383	15.082515304779758	12.169369460531179	4.245984636481825	1.7712472582205836	8.465000033141575	3.2549296133937458	10.137736834984839	4.096722740544545	20.04992760291016	1.578409777791797	34.044606536267175	12.307544714932519	53.76469015209514	32.304646817419076	5.011087448500604	1.5316447023075546	23.02243558931615	78.58901862606443	0.512774343091523	29.065108798057416	12.26581681247028	0.9369556590733503	5.727618730964242	8.472029069703968	3
13970000	-4924.169040577428	-4788.337618669139	-135.83142190828835	-4788.337618669139	0.7917777920958047	0.8453511250702561	1.0	0.3355110854669371	1.0072470604295347	0.12341555059700564	0.35055116907165984	-63.23495002706815	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3.283573090182185	9.001812490444715	0.14642748778691111	0.857927820447006	3.7096440334025065	1.1356726088418643	1.7048204446684212	3.248062090962676	4.6505905753410905	0.4477169639801952	0.09039572336630104	0.49377827643865996	2.8382300936674443	1.00130498299844	0.008181357988906804	2.604961687723904	0.12579273236151853	0.6897888838490774	1.1505694367045884	0.44241258324078886	1.3779291333752055	0.5568297646153575	4.322330238197301	2.5395331428843875	4.627369593845714	0.3770884640045202	7.307738809297444	4.390872905627657	0.681110932111717	1.4210320878981395	1.7225181705452055	10.681880984966694	0.10170471473788141	0.050942608227622	1.6671794312336272	0.1273517472718918	1.6737015559748252	1.1515248288612938	2
13980000	-4962.060391621851	-4787.447682443302	-174.6127091785487	-4787.447682443302	0.7210521410479845	0.8453511250702561	1.0	0.4339336904704887	1.0390081905374304	0.2288054290079006	0.4442034681513328	-60.9487468962191	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9.73605559292738	22.936075415347446	1.5614528448283387	2.543824280801263	6.748494826528959	5.887436835206761	5.05492832636474	1.8991952568333241	13.789371254395547	5.319778215212925	5.314610448271196	3.8355234765805672	0.34336591711892644	12.462027510800503	5.450992153796685	7.72391876549295	0.37298546486444367	2.080366017666997	3.4115299680012545	2.0591202899834578	4.609638019470052	1.1964748580414282	2.197157900084102	29.86680605801874	9.144953886796907	4.476360824430379	21.66802728364582	13.01928768952651	0.8856496068048315	4.213473258285938	0.7053013813127442	2.763333487082134	1.3462343100811058	0.35105710737247753	4.943319725212831	10.109158661340386	4.962658344247738	3.414362781797463	2
13990000	-4944.601244190236	-4798.510643701098	-146.09060048913724	-4798.510643701098	0.703076201061104	0.8166639441894208	1.0	0.27357565595583955	1.060144582372975	0.07232128780691185	0.2595168894562183	-55.23734305960691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.875479913697034	20.865794863190747	0.43221400987848296	4.914978902651167	0.2383581252222606	2.590699175823111	2.23875256824511	2.496191872618125	7.46034965849766	5.707941452402803	0.7580876614058049	1.9486080649547692	0.24090351590776152	4.525699015481278	1.2797945454251445	3.1774940688459417	0.6694634029728022	1.4866426573057345	5.921983429226164	0.39886079062643665	8.307084932617142	3.7474545336336567	0.5610683876245995	1.4444798447500455	0.5656728857151425	2.919671352257644	0.41862177289983304	5.139845739152016	2.954476501278116	0.17686253058621176	0.18272527144210102	3.416799339400777	3.654446541702897	2.2178136490520775	7.096820145366803	4.671948763101884	8.67930875976678	3.3349233692697533	1
14000000	-4937.307404627997	-4792.374913005135	-144.93249162286236	-4792.374913005135	0.7508082979683598	1.142040000287466	1.0	0.2526810945858298	1.0065508906073	0.09352608102870257	0.29610707622372645	-62.13581186520621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.918502293057883	11.211975131333862	4.158034459112403	0.6733698447111579	5.21497522651423	6.4597439982204214	0.8459547656222566	0.4453038713338437	13.138802044383667	0.8548899634197044	1.5935837972509757	0.2700814016497294	1.4257136145894493	0.701593342569598	0.08588262757002844	1.55447111848739	4.022021890530236	0.796617422693075	1.5455773899732193	0.3338957399434943	0.0619471836253459	7.333913696830076	2.094680913308869	0.7441848779847362	0.4222976207136297	3.3904145105550083	0.38646935834661905	0.6116211514437201	7.565468760080094	1.0809890190187037	0.9209700788966427	0.6594003614825403	3.509456707369321	0.3905646739970271	7.7321263559781235	1.4653043052291674	2.4845315000619244	2.446967899395426	1
14010000	-4941.779841649662	-4789.703609292228	-152.07623235743387	-4789.703609292228	0.7921119898100774	1.1080294712316967	1.0	0.31393168055135745	0.9438463087426621	0.09716872534053644	0.32171321159034993	-62.61694512756023	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5.321601797188603	9.175094944735477	0.7043475684183933	12.365735533978105	2.4961218434352594	2.275026117270185	0.18317995394568537	0.6964778658248231	3.381821764314174	6.5586274663455795	2.6027687959947405	3.5020675937851014	0.24337967349684264	2.2456913049131306	0.09292120202302499	6.133581772967918	5.522072306912313	12.031090558055338	4.153558105470038	0.8286928191538423	0.8410857756136718	1.4635837040019255	0.10961292000608465	0.5360579588564673	4.587229497877816	0.5144983651079742	0.9485678347940019	0.3949285252737461	2.5042659540111414	0.6559379462448279	2.8469282278862464	7.030440922192917	7.743461936239166	0.8441109083882217	1.7317111137494756	0.6371266987645074	0.37464626294928316	2.647510968829852	3
14020000	-4958.756165549645	-4790.347792634237	-168.40837291540825	-4790.347792634237	0.9506453020533244	1.1080294712316967	1.0	0.3622846802925107	0.932995769553553	0.11486324043257885	0.3567324798338096	-62.59569817688903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.223076469708968	16.138806692981042	0.5191023818178435	0.07020106528982412	4.3261265154932795	0.01704816469938496	0.3174763515472681	9.067668167855762	5.861167732556348	7.601586401334859	4.510960525290322	3.0510250399065173	5.71441845838485	6.023859836437738	5.98327635486291	2.6698052004414716	9.570519760576786	5.365516769377405	0.5543400183677233	1.4725077701045841	5.621418475604941	1.409746562883424	0.8002349917185544	0.613084358153726	5.53664022901709	0.8916972644285415	5.783752368539256	14.306940845987455	1.964815165944843	9.633651906171217	4.934122798034168	0.5562740513407747	16.672107364957046	3.2488668391194664	3.0012963453962533	4.112582377357116	0.5135518433387811	4.588504937143378	1
