#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="ExtendedBayesianSkyline.t:Asp" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="scaledDemo.t:Asp" spec="beast.evolution.tree.coalescent.ScaledPopulationFunction">
#                <population id="demographic.alltrees" spec="beast.evolution.tree.coalescent.CompoundPopulationFunction">
#                    <parameter id="popSizes.alltrees" name="populationSizes">1.0</parameter>
#                    <populationIndicators id="indicators.alltrees" spec="beast.core.parameter.BooleanParameter">false</populationIndicators>
#                    <itree id="treeIntervals.t:Asp" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                        <tree id="Tree.t:Asp">
#                            <taxonset id="TaxonSet.Asp" spec="beast.evolution.alignment.TaxonSet">
#                            </taxonset>
#                        </tree>
#                    </itree>
#                </population>
#                <parameter id="RealParameter.7" lower="0.0" name="factor" upper="0.0">1.0</parameter>
#            </populationModel>
#            <treeIntervals idref="treeIntervals.t:Asp"/>
#        </distribution>
#        <prior id="GammaShapePrior.s:Asp" name="distribution">
#            <parameter id="gammaShape.s:Asp" name="x">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="mean" upper="0.0">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="indicatorsPrior.alltrees" name="distribution">
#            <x id="indsSun.alltrees" spec="beast.core.util.Sum">
#                <arg idref="indicators.alltrees"/>
#            </x>
#            <distr id="Poisson.EBSP" spec="beast.math.distributions.Poisson">
#                <parameter estimate="false" id="RealParameter.8" name="lambda" upper="0.0">0.69314718056</parameter>
#            </distr>
#        </prior>
#        <prior id="popSizePrior.alltrees" name="distribution" x="@popSizes.alltrees">
#            <Exponential id="popPriorDist.EBSP" name="distr">
#                <parameter id="populationMean.alltrees" name="mean">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="populationMeanPrior.alltrees" name="distribution" x="@populationMean.alltrees">
#            <OneOnX id="OneOnX.EBSP" name="distr"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:Asp" name="distribution">
#            <parameter id="ucldStdev.c:Asp" lower="0.0" name="x">0.1</parameter>
#            <Gamma id="Gamma.1" name="distr">
#                <parameter estimate="false" id="RealParameter.5" name="alpha">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.6" name="beta">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@Asp" id="treeLikelihood.Asp" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:Asp">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:Asp" shape="@gammaShape.s:Asp" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:Asp" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:Asp" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="WAG.s:Asp" spec="beast.evolution.substitutionmodel.WAG"/>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:Asp" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:Asp">
#                <LogNormal S="@ucldStdev.c:Asp" id="LogNormalDistributionModel.c:Asp" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.4" lower="0.0" name="M" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="108" id="rateCategories.c:Asp" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:Asp" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.Asp	TreeHeight	gammaShape	mutationRate	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	ExtendedBayesianSkyline	indicators.alltrees1	indicators.alltrees2	indicators.alltrees3	indicators.alltrees4	indicators.alltrees5	indicators.alltrees6	indicators.alltrees7	indicators.alltrees8	indicators.alltrees9	indicators.alltrees10	indicators.alltrees11	indicators.alltrees12	indicators.alltrees13	indicators.alltrees14	indicators.alltrees15	indicators.alltrees16	indicators.alltrees17	indicators.alltrees18	indicators.alltrees19	indicators.alltrees20	indicators.alltrees21	indicators.alltrees22	indicators.alltrees23	indicators.alltrees24	indicators.alltrees25	indicators.alltrees26	indicators.alltrees27	indicators.alltrees28	indicators.alltrees29	indicators.alltrees30	indicators.alltrees31	indicators.alltrees32	indicators.alltrees33	indicators.alltrees34	indicators.alltrees35	indicators.alltrees36	indicators.alltrees37	indicators.alltrees38	indicators.alltrees39	indicators.alltrees40	indicators.alltrees41	indicators.alltrees42	indicators.alltrees43	indicators.alltrees44	indicators.alltrees45	indicators.alltrees46	indicators.alltrees47	indicators.alltrees48	indicators.alltrees49	indicators.alltrees50	indicators.alltrees51	indicators.alltrees52	indicators.alltrees53	indicators.alltrees54	populationMean.alltrees	popSizes.alltrees1	popSizes.alltrees2	popSizes.alltrees3	popSizes.alltrees4	popSizes.alltrees5	popSizes.alltrees6	popSizes.alltrees7	popSizes.alltrees8	popSizes.alltrees9	popSizes.alltrees10	popSizes.alltrees11	popSizes.alltrees12	popSizes.alltrees13	popSizes.alltrees14	popSizes.alltrees15	popSizes.alltrees16	popSizes.alltrees17	popSizes.alltrees18	popSizes.alltrees19	popSizes.alltrees20	popSizes.alltrees21	popSizes.alltrees22	popSizes.alltrees23	popSizes.alltrees24	popSizes.alltrees25	popSizes.alltrees26	popSizes.alltrees27	popSizes.alltrees28	popSizes.alltrees29	popSizes.alltrees30	popSizes.alltrees31	popSizes.alltrees32	popSizes.alltrees33	popSizes.alltrees34	popSizes.alltrees35	popSizes.alltrees36	popSizes.alltrees37	popSizes.alltrees38	popSizes.alltrees39	popSizes.alltrees40	popSizes.alltrees41	popSizes.alltrees42	popSizes.alltrees43	popSizes.alltrees44	popSizes.alltrees45	popSizes.alltrees46	popSizes.alltrees47	popSizes.alltrees48	popSizes.alltrees49	popSizes.alltrees50	popSizes.alltrees51	popSizes.alltrees52	popSizes.alltrees53	popSizes.alltrees54	popSizes.alltrees55	sum(indicators.alltrees)
24220000	-6901.360770186485	-6608.456839385287	-292.9039308011982	-6608.456839385287	0.8484721994194309	0.8968102826010271	1.0	0.44427001554122586	1.0161857504686278	0.2434650709127466	0.4829236449336876	-104.3758359851159	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.456128179449117	36.21617849091322	9.17561371860359	14.52196473608042	4.438141101131421	12.845467862857948	1.3469490186166657	3.1994119896770514	0.9225238323633702	9.483113439311701	1.493634436000042	7.827710764082319	2.6468649956672947	4.711673777115669	6.878619074867003	0.10999155343641237	0.06751950601661619	10.76833672005798	13.208591292162069	6.903630874477898	3.289740741263023	29.919953163259045	13.32109445701342	3.453112519236577	9.522800695323443	1.8926780409285389	3.294145502615879	8.84134579075273	0.4672753970519346	0.08968321739554723	9.57309054346836	0.692521829551165	9.5542669855396	3.816863596821626	0.7521787916210302	9.445281399441454	14.387027696316832	20.21287222100572	0.5619247739843003	0.1600452809865831	25.244512758839253	0.24209126389586666	41.19886430126775	6.0976793291271	17.02991687776813	0.7924753305694303	5.594824964096171	5.594134259220222	4.597562882575542	5.918935687502815	0.5915382170260794	27.370539700434165	2.7247924665269063	16.614704816299334	1.1401571854561	8.428525004332085	2
24230000	-6985.070822475181	-6607.669013200679	-377.4018092745022	-6607.669013200679	0.892690109961277	0.8763966110538757	1.0	0.3394412177836604	1.0049408828456916	0.15836301126405028	0.40390059654982735	-98.68362018542048	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83.81605006320086	80.36034385350776	56.099502956440915	73.9647692374805	22.604798204265887	29.32612446125844	16.662498494778337	16.295575275991407	0.40262502091397184	13.618835559070241	7.60753302956414	39.86890416312638	8.034843375933663	0.7659219425774693	4.585729158792893	0.5602203294009701	0.343897315019622	147.2989112962468	67.27536009295208	39.54437751236548	16.755646994108655	152.3913927306499	4.191005418139748	17.587748991141332	63.78303912318244	9.63998309335592	16.77808177913472	45.031654672527495	2.371223676373783	20.594699763243476	48.75865255187624	9.499055555397476	48.662778464331474	21.534628538774797	3.831074634780629	48.107681831578134	73.27749398312699	118.31131419308274	3.9698214012471778	0.1841589155995131	128.57795722923294	2.5693991088610924	209.83830674911954	31.057329545944924	86.73852986765846	199.16338379279276	28.496139807123736	15.611956900561754	10.342847254007763	9.857753891592026	3.012883484614071	139.4064570214847	13.87819414723938	0.6819653546026827	5.807166223671561	56.7814918543812	2
24240000	-6924.348197767979	-6592.798493329069	-331.54970443891	-6592.798493329069	0.9686439844650008	0.9031084849718108	1.0	0.37838558711099485	1.0276296359656565	0.22922559634365985	0.47383445876826275	-99.6685212440352	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.118586980141984	112.76507673962062	85.68673472251447	29.05748394786774	5.931480960691712	7.418178372640763	3.2089135997520333	7.650712100967039	0.7810894816498742	5.706237179977106	6.629114524000878	16.70491006913276	2.2742049738445833	0.3209182052855496	1.5518998063982257	0.23473005887627282	0.14409158819399362	61.7176498360022	28.188104584541957	16.568934711149087	7.020548521762298	32.292173306464505	1.7560143695653212	7.369195902987105	26.72483618133101	4.039114041950705	1.0676453220105746	18.8680817132804	0.7275701810996895	8.629096150677695	48.79365220420795	8.426083529189963	20.389507939187922	9.022922517271509	1.605204822793594	20.156924688545192	30.702974480339044	49.57196354506916	1.6633391584333037	0.8138328601758315	6.80193565547054	38.043271646905744	87.92140433458704	13.012895838061747	36.3430942330269	83.44865466354675	11.939767665741318	6.54134698460721	4.333611290896032	4.130359128229803	1.262386030308857	1.825240557394469	5.814907382531349	0.28574073348718576	2.4331792297581853	23.791216110120732	2
24250000	-6938.8205745279165	-6596.431211173689	-342.3893633542279	-6596.431211173689	0.9407487033604723	0.9031084849718108	1.0	0.3858778989122442	1.0184222489594996	0.20800303990771618	0.4326880424545319	-104.43049983744032	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.556488035096244	143.33052915727814	91.6350315914552	11.689926871062557	6.343239090359285	12.293118703012794	3.4316735261270925	10.051501668859572	0.8353120183483086	6.102359086839463	7.089301754785888	17.86455005987278	2.432078259237671	0.3431960615006092	1.659631309870755	0.25102481066931964	0.15409429801448846	66.00203416301304	30.14489771926211	17.71913541354691	7.507908752321682	34.533867239512276	25.503426045087604	7.8807589244781315	28.58005052571187	4.319505744200006	1.1417603101312046	20.177887154478217	1.6306122341482507	16.74707743118633	52.18086411711812	9.011014749132281	8.20253786304435	9.649285768619437	1.3869545395551817	21.55620046210137	32.83434764515849	53.01320513861656	1.778806682550495	0.402490966758368	24.482109911409516	39.93026957818444	94.02482997929054	13.916239486527992	38.865999491746386	89.24158600653642	12.768615711497798	17.66696192750985	4.6344467300841465	4.41708498316654	21.033480636000046	1.9519471325460651	1.7591872635655779	0.18096368670997057	19.222996125953365	25.44278115988497	2
24260000	-6923.655845840968	-6598.077244615184	-325.57860122578444	-6598.077244615184	1.039822774350354	0.9031084849718108	1.0	0.3658778274862409	1.0080024569849744	0.1959022754414265	0.44687466919340585	-105.96695951680232	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.560801426553382	91.64300311627916	74.38216775266238	11.365533194337777	4.48608277011257	7.210356339845662	2.4269574674566186	3.2873748144580204	0.5907516333217785	4.315726960082121	5.013715233059649	8.650443319577247	10.061058788045615	0.24271605032330132	1.173728960534711	0.17753044808383875	1.7698583510891306	46.67813778312167	4.190053603785534	12.531375051086389	5.3097636102914	24.423135341688035	18.03660220432072	5.573451721257724	20.212460921929512	3.0548525790094967	0.8074788261824555	4.579856917213938	1.1532060110212399	11.843913565857834	36.90349238154447	6.868813168577357	0.6850570980615841	6.824194077168903	57.134861521330805	15.245034611591201	23.221196480312514	23.670758970606624	22.086226665479064	0.35391517480497725	2.6216418002097517	28.23959365379958	66.49649551660961	33.303504971456874	27.48691767398788	63.11367672864533	9.030255067729831	12.49447677665065	3.2775859980484285	3.1238628332995773	14.875355277095776	1.3804613502262864	1.2441371923813163	0.15557602926174474	13.594939506796301	3.719241982061025	2
24270000	-6975.891261279423	-6612.071941384263	-363.81931989516005	-6612.071941384263	0.7913502256931754	0.9844230152925083	1.0	0.3703283571577009	0.9880230404247444	0.16784578535947017	0.4170162718528027	-90.16907350748859	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.28572064325905	140.25046654360867	199.6320196105006	71.79559760388602	12.040060011633464	9.09548938108644	6.513636740841145	11.112852110584194	1.5855001973104967	11.5828472758895	13.456156602693321	23.21665961868337	4.82753274777584	0.6514181662336702	3.150135172801431	0.4764685268542115	4.7500685678764345	125.27802293000883	11.245556407839734	33.632573310630306	27.66285060925369	20.120786702772065	73.80515654368618	36.581973797113385	54.247604191378024	8.198825180625155	2.167167665770945	12.291737570095417	5.090756645471078	31.787516506733926	99.04415180942017	18.43499707792827	1.74416300561726	28.121615961331518	153.3425031870128	40.915681009243045	62.322657314207056	63.52922429914584	59.276546624268875	0.3499488738660481	7.036144052852628	75.7913796332738	178.46790565640947	89.38225596849884	73.77129564672263	169.3888620224132	31.588686374952186	33.53354316310565	8.796612575385536	8.384039686386448	11.683382837117009	3.7049778954586627	29.137676758239625	0.5254311884268466	3.928030881038945	9.981959530514336	2
24280000	-6934.69230459548	-6589.122569359703	-345.5697352357767	-6589.122569359703	1.163505465617888	0.7446800194898151	1.0	0.34091332870569785	1.084797324179378	0.14547090128741982	0.3573523151828925	-99.85523238571453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.27219321837221	32.288860227219274	121.18156690019157	45.930171000360964	7.30861382171448	25.63194116259441	3.9539383913153956	10.544498364313718	0.962437782303248	7.0310743977669645	9.312735359712592	14.093085850003925	2.930431620032019	0.3954269172122994	1.9122098595820822	0.28922816477774205	3.2378958665000246	76.0468543394832	7.971514281992471	20.415802738557076	16.79203360410702	5.510511377198524	44.80155304108025	22.206161685310963	32.92963568328695	1.7694048270998095	1.3155243030950121	7.461388316244662	3.0902150276763423	32.97347949350749	60.122246581402855	11.190498578647306	1.0587500259849574	17.07051550451946	93.08268706019935	24.836829007502942	37.83139238612419	38.56380834870474	21.956882972997594	0.7857814336754129	4.271113235861371	46.00723951702325	108.33442696735446	54.257237152986974	44.780998640244654	102.82322322524195	19.175112883715414	20.355688992922452	5.33976111336739	5.089319179017403	7.0921019667036	47.2436569458549	17.687289505380733	5.117497185723298	2.3844117688403177	6.059295993709418	2
24290000	-6874.818087561211	-6595.663159957634	-279.15492760357637	-6595.663159957634	0.9982037086588522	0.7806312028250899	1.0	0.2674960276134306	0.96776705265684	0.10049951184452627	0.321047756583599	-103.17351615492555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.110287591678821	17.224182791464745	8.12094767705821	14.977006565845127	2.3832081355452357	14.08293115005698	1.2893085298378795	3.438372159220322	0.3138337321813996	2.292707497637528	3.0367162932464895	4.595503014932583	0.9555612935478685	0.12894163915379195	2.879383508764955	0.09431212705194449	1.055819880394361	24.797517883078594	2.599368109040811	6.6572278091445645	6.00123350051181	1.7968791162745277	0.36393225669563856	7.241031812411647	10.73776472192104	9.935632207320667	3.0256601413218616	3.247601785352629	1.007663802493096	15.42949830672397	2.9889460290034164	10.458244588915148	0.3452394307576339	1.3788096977712847	30.352597974350186	8.098845334523588	6.202554672509025	12.574967570619428	7.159746486671987	0.4367360685889747	1.3927335688878897	15.002137229522857	2.8002327634615276	9.865579485427977	14.602282030580177	33.52881245213968	5.609005703538745	1.5814599423043183	4.354307585165307	1.6595358802218731	2.312607495411418	7.610282527675474	5.767508487003215	1.6687242237933197	0.7775139943920341	6.402596759523317	1
24300000	-6968.853438487494	-6593.186846473779	-375.66659201371465	-6593.186846473779	0.9148057616256228	0.7806312028250899	1.0	0.28780341905389006	0.9805320894016416	0.10038535919696095	0.31639255264185906	-102.34334624770467	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73.26623971521185	188.75663221007838	13.344753662334666	77.766590237085	57.86186294600846	73.1241941618099	6.6946040043632	17.853399316687778	3.8799661559824883	9.003532120785176	15.767841898509129	21.847850011252124	4.96165527036762	0.6695164065320135	14.950907344341447	86.48238523498108	5.482237831826919	128.75860096822638	13.496955731601926	34.5669813839371	31.160797352901064	9.330112885145237	46.45835216175063	37.59832456331286	55.75475616710726	51.589764297435195	15.710433949027282	4.304122343450645	5.232192272915761	80.11610778879897	15.519799637956215	54.30337617665869	1.792620790234552	7.1593297572576615	157.6027919147187	42.05243442703156	32.20613715561308	65.29424595026283	37.1762587391915	0.3966372453238029	7.231628048299899	77.89707866386235	43.31121501856577	51.22602263153755	75.82087102693339	174.09496401288953	10.144378835883057	8.211570634549167	22.609301281472295	58.945434562671025	12.007980278582647	39.51562151730882	29.947203883887674	8.664681581055973	4.037162696007176	33.24483543905299	2
24310000	-6909.781346675917	-6590.4799958691165	-319.301350806801	-6590.4799958691165	0.8422164587315843	0.7806312028250899	1.0	0.44874992563197613	1.0031121251128916	0.25342763116879297	0.48490221371746695	-98.42898626964146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.56199753012576	21.689449183102976	5.539519938417344	29.254982600066707	21.767031170227277	27.508561469980616	7.435208190430142	6.716263176377135	23.194243052740845	38.86007439900408	5.931698162092111	11.896285903771682	1.866523119499124	0.9007980556297684	5.624375877616123	32.53377404806316	2.062360865901014	8.933082396246292	5.077414399655512	13.003738955776742	11.722367942121775	5.192541544620278	25.46496248436508	14.144098738777465	20.97435951051702	19.40753287834498	5.910101888447134	1.6191660696749977	18.275487740380758	30.13884667182802	5.838387242911596	20.42836545012155	1.0339282240231393	10.195403149362544	59.28853150344648	21.754662934133144	60.487458313176994	24.563016371630702	13.98532196454692	0.29868920115670516	2.720463274501128	29.304070989351143	16.293228723196023	19.27069704596101	28.52302326554961	65.49271515478539	3.8162098328791028	3.0891074856255583	8.505384041818456	22.17465954501839	4.517277317173104	14.865365916074438	11.265826698493854	3.2595631120783044	10.373301739101196	12.506361399496951	1
24320000	-6941.739852248656	-6594.132745795205	-347.6071064534512	-6594.132745795205	0.9966687257846424	0.7156043570883394	1.0	0.34408621045539045	1.0625967138454138	0.17776451607217617	0.39014610782623677	-102.4991812453171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.17765031709537	37.580042047677054	75.6729721920454	46.89124545221449	34.889208970741386	44.09200051697347	13.290962490871214	6.709161877134413	37.176810491827545	6.88344495891028	10.849872846387733	19.067919810767727	2.9917499844442537	1.4438409793932578	9.015010994818043	52.14664473501131	2.2572105171309063	14.31835954283857	8.138315723226999	20.842997020632648	18.78915602068926	8.322846860591035	40.816425106438906	22.670818667957754	0.8432089416025769	31.10729547377417	9.472985921315813	2.5952746114726666	29.292800925855875	48.30794385542114	0.790118565028741	32.74353335308438	99.60404008113917	16.34166590001491	95.030413151677	34.869384587236226	17.6294137061938	39.37074396777363	22.416323876614484	0.15138943610843317	4.360484943446068	14.759671678542402	26.11554406690073	15.493551101257562	45.718027020158324	104.97476698714588	6.116798441380045	4.951365014191155	13.632824747239743	18.5962569221243	7.240501980500309	23.497064927992152	18.057390502087742	5.224579212537265	16.626810025755024	20.045777162642228	1
24330000	-6824.552767716418	-6614.605376824843	-209.94739089157514	-6614.605376824843	1.1236208420915086	0.7383466290108519	1.0	0.3087079469990505	0.992344825322104	0.11896923505649094	0.3452109773451246	-109.87088244398754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5992017644737846	31.520222071148886	2.457279279296546	3.8341602880486074	0.3094845992290354	2.5941625396620123	0.7819766988480863	0.3947350133839026	3.1129924388150747	0.19497591279992804	1.235033760532043	0.09695560194719245	0.17602026777378843	0.08494870130759946	3.039373892938939	5.192953974912108	1.1022417540510416	1.4850612614983014	0.47881959397624985	1.891980755347135	1.1054641234065454	2.869692430218349	2.401443340573378	1.1395435727599865	0.2299004604929355	0.4345677464808273	0.06334819232250066	0.15269355207928334	1.7234483795848454	0.21703627037235593	1.4573837558599794	1.9950392594100295	5.860225586226608	0.9614655043191196	5.591135240774202	2.051547904760054	1.0372304294790753	0.776698294748911	1.3188693412824093	0.00890703074136702	4.791756118295375	0.8666315624121703	1.0495416989503152	0.9115664837604505	0.034274142439163297	1.1214273110025208	0.7143888806662075	4.789293511575259	2.604604384350304	1.3705875689498432	0.4259965251277694	2.7635250404138567	1.0624105383136753	0.30738926607432043	0.6399627353749421	0.938532889002197	1
24340000	-6873.60859999154	-6598.235202584846	-275.37339740669427	-6598.235202584846	0.7907245995360775	0.7383466290108519	1.0	0.4415826208544595	1.028434503543824	0.2157968423528518	0.4426628104017112	-104.24777301777118	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.251235114187631	51.07750625921236	16.730428237194843	16.597033541584207	1.3396743714703363	11.229421685185907	13.599984034508447	3.6469683742690617	0.22923647973315928	0.8439975174299175	5.346124107652154	0.4196943415688622	0.7619437031222945	0.3677197453927551	8.374207472563285	0.205995527715446	4.7713037506396025	6.227279454630921	0.17883062159381316	0.8634077291629682	4.785252508192431	12.422115389079009	1.317186010810225	1.0714748677132904	0.9951763534562307	1.8811251806334266	12.86526452536965	0.2093233837210433	11.762361031278676	3.7392182359312414	6.308616557937025	3.2776776880886644	10.299623799309618	2.024579012064534	0.6306181564550193	8.8805910106588	4.489887468209507	1.155788782893388	5.709025457924128	6.967689922229052	6.384254355009885	3.875980388264349	4.5431795939953235	3.9459225409838585	6.4653339144046145	4.854352790928876	3.092394507112878	25.191049697482914	5.991743277256214	0.08491972170655832	1.8440227024891336	3.6135055878953017	2.533000138783293	1.7881008178411284	1.536383554105795	4.062652750122038	4
24350000	-6904.193066704546	-6593.952423889876	-310.2406428146708	-6593.952423889876	0.828002677087718	0.7383466290108519	1.0	0.42044121578017735	1.0197898204876736	0.19130306422853743	0.43158805341776346	-98.2157574735141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.770459678613726	35.685575099798974	38.32031078515955	38.01477609588443	3.0684652859946246	25.720496977911434	0.26199777345470576	8.35322082282041	0.5250560847654344	1.933139230585548	10.192111131585024	1.240222842388823	30.041711433332004	0.8422459201589904	51.99760988382103	5.909529082862329	20.079030085264524	42.162761422898875	0.4096036814014743	3.4402690847191773	10.96041061828457	28.45230950277424	0.17137033264893062	15.165513114804622	1.296547060862212	4.30863457442191	13.777172758041377	17.63278455430003	26.94117113414801	8.564515077735159	14.449609041512714	7.507376731810437	23.590835773247743	4.6372092723211935	11.825348824592053	20.340603519506697	1.8577003971309498	4.678312244249886	0.8943891974794969	24.161431990512224	14.622854092377162	8.877762778675697	10.40595324437949	9.037962206400817	14.80856326074278	11.118681779803081	4.076706706678464	15.63192213429988	13.723824714713105	2.4561199137445406	16.102854098102807	8.276575780900382	5.801725524349332	4.095566358698221	3.231534777654567	9.30532762160562	1
24360000	-6867.637703305026	-6588.5264309819995	-279.11127232302664	-6588.5264309819995	0.8789728698624043	0.6739874501869901	1.0	0.43340613299438346	1.0361531774578572	0.1779725302214333	0.4107836055966061	-99.37079810275303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.504333577218945	20.65316851622546	23.054725783136455	22.870906332454943	1.8460869521725354	15.47427441693358	1.0672014934961274	5.025565073201128	0.3158905501288969	1.163038450070015	4.41767725530721	14.164744446037169	18.074055375871648	0.5067221098517541	2.0494143353791157	17.22207245005369	12.080187324221713	0.5263299545627657	0.5832760461563518	0.9675261957056582	0.8691204386141217	17.117820290158615	0.8625985835721922	9.124058209824994	2.913833689036928	2.7899428007225047	0.6434541456569064	15.63158337116523	16.208671068891178	7.187755499265602	0.4095795386270367	12.397206241095098	14.193002055658253	2.7898935572773635	6.571170343726017	3.9583548541808518	1.117652032709094	6.389661501709939	0.4852397022821012	14.536291007454087	6.313075457708226	5.343742359086457	4.823687510763719	0.19226554362535933	8.909305749964641	3.1806200802971825	2.4526772694428214	9.404664807916824	8.256692313050728	1.477680372149033	0.8717279927900178	4.9794529622109485	4.148181448067816	2.46402383988476	1.9441947789825236	5.598383004801868	1
