#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="ExtendedBayesianSkyline.t:Tyr" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="scaledDemo.t:Tyr" spec="beast.evolution.tree.coalescent.ScaledPopulationFunction">
#                <population id="demographic.alltrees" spec="beast.evolution.tree.coalescent.CompoundPopulationFunction">
#                    <parameter id="popSizes.alltrees" name="populationSizes">1.0</parameter>
#                    <populationIndicators id="indicators.alltrees" spec="beast.core.parameter.BooleanParameter">false</populationIndicators>
#                    <itree id="treeIntervals.t:Tyr" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                        <tree id="Tree.t:Tyr">
#                            <taxonset id="TaxonSet.Tyr" spec="beast.evolution.alignment.TaxonSet">
#                            </taxonset>
#                        </tree>
#                    </itree>
#                </population>
#                <parameter id="RealParameter.4" lower="0.0" name="factor" upper="0.0">1.0</parameter>
#            </populationModel>
#            <treeIntervals idref="treeIntervals.t:Tyr"/>
#        </distribution>
#        <prior id="GammaShapePrior.s:Tyr" name="distribution">
#            <parameter id="gammaShape.s:Tyr" name="x">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="mean" upper="0.0">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="indicatorsPrior.alltrees" name="distribution">
#            <x id="indsSun.alltrees" spec="beast.core.util.Sum">
#                <arg idref="indicators.alltrees"/>
#            </x>
#            <distr id="Poisson.EBSP" spec="beast.math.distributions.Poisson">
#                <parameter estimate="false" id="RealParameter.5" name="lambda" upper="0.0">0.69314718056</parameter>
#            </distr>
#        </prior>
#        <prior id="popSizePrior.alltrees" name="distribution" x="@popSizes.alltrees">
#            <Exponential id="popPriorDist.EBSP" name="distr">
#                <parameter id="populationMean.alltrees" name="mean">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="populationMeanPrior.alltrees" name="distribution" x="@populationMean.alltrees">
#            <OneOnX id="OneOnX.EBSP" name="distr"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:Tyr" name="distribution">
#            <parameter id="ucldStdev.c:Tyr" lower="0.0" name="x">0.1</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="alpha">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.3" name="beta">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@Tyr" id="treeLikelihood.Tyr" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:Tyr">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:Tyr" shape="@gammaShape.s:Tyr" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:Tyr" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:Tyr" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="WAG.s:Tyr" spec="beast.evolution.substitutionmodel.WAG"/>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:Tyr" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:Tyr">
#                <LogNormal S="@ucldStdev.c:Tyr" id="LogNormalDistributionModel.c:Tyr" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.1" lower="0.0" name="M" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="106" id="rateCategories.c:Tyr" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:Tyr" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.Tyr	TreeHeight	gammaShape	mutationRate	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	ExtendedBayesianSkyline	indicators.alltrees1	indicators.alltrees2	indicators.alltrees3	indicators.alltrees4	indicators.alltrees5	indicators.alltrees6	indicators.alltrees7	indicators.alltrees8	indicators.alltrees9	indicators.alltrees10	indicators.alltrees11	indicators.alltrees12	indicators.alltrees13	indicators.alltrees14	indicators.alltrees15	indicators.alltrees16	indicators.alltrees17	indicators.alltrees18	indicators.alltrees19	indicators.alltrees20	indicators.alltrees21	indicators.alltrees22	indicators.alltrees23	indicators.alltrees24	indicators.alltrees25	indicators.alltrees26	indicators.alltrees27	indicators.alltrees28	indicators.alltrees29	indicators.alltrees30	indicators.alltrees31	indicators.alltrees32	indicators.alltrees33	indicators.alltrees34	indicators.alltrees35	indicators.alltrees36	indicators.alltrees37	indicators.alltrees38	indicators.alltrees39	indicators.alltrees40	indicators.alltrees41	indicators.alltrees42	indicators.alltrees43	indicators.alltrees44	indicators.alltrees45	indicators.alltrees46	indicators.alltrees47	indicators.alltrees48	indicators.alltrees49	indicators.alltrees50	indicators.alltrees51	indicators.alltrees52	indicators.alltrees53	populationMean.alltrees	popSizes.alltrees1	popSizes.alltrees2	popSizes.alltrees3	popSizes.alltrees4	popSizes.alltrees5	popSizes.alltrees6	popSizes.alltrees7	popSizes.alltrees8	popSizes.alltrees9	popSizes.alltrees10	popSizes.alltrees11	popSizes.alltrees12	popSizes.alltrees13	popSizes.alltrees14	popSizes.alltrees15	popSizes.alltrees16	popSizes.alltrees17	popSizes.alltrees18	popSizes.alltrees19	popSizes.alltrees20	popSizes.alltrees21	popSizes.alltrees22	popSizes.alltrees23	popSizes.alltrees24	popSizes.alltrees25	popSizes.alltrees26	popSizes.alltrees27	popSizes.alltrees28	popSizes.alltrees29	popSizes.alltrees30	popSizes.alltrees31	popSizes.alltrees32	popSizes.alltrees33	popSizes.alltrees34	popSizes.alltrees35	popSizes.alltrees36	popSizes.alltrees37	popSizes.alltrees38	popSizes.alltrees39	popSizes.alltrees40	popSizes.alltrees41	popSizes.alltrees42	popSizes.alltrees43	popSizes.alltrees44	popSizes.alltrees45	popSizes.alltrees46	popSizes.alltrees47	popSizes.alltrees48	popSizes.alltrees49	popSizes.alltrees50	popSizes.alltrees51	popSizes.alltrees52	popSizes.alltrees53	popSizes.alltrees54	sum(indicators.alltrees)
26700000	-7434.258483620073	-7093.1557540099775	-341.1027296100957	-7093.1557540099775	1.8295244150394543	1.3936198161286033	1.0	0.33774970785063085	0.9849643888618744	0.11185210838516149	0.3196725564394091	-120.62242952402163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.055852925018044	43.01184513743218	1.2063128461063664	44.503725811983024	39.02705243502013	2.427570638164063	5.151487573253755	23.292099033920078	10.796494916927635	1.4070503169330695	17.155900779798902	5.340889177446827	1.4580718055599273	16.133017710919106	12.731333032701151	2.763073130506289	63.38553542084926	1.3271118083821636	6.247018152386662	45.53375867478775	0.16709491070916552	3.856231666679915	1.7762089893741122	1.0735334282582505	2.1293624201883956	7.5623226427646335	2.4858424006140463	35.5383146102563	18.235904960500953	2.444155493928419	28.378137864122507	0.15262514861049398	7.381255290999007	25.914454834937168	54.123977366880794	19.16526200084246	3.9288516724386384	1.0907049935103779	9.171779950907329	0.6777203016267875	21.881992222959106	20.24434430720523	12.698207607557773	11.386191460451236	25.342530052517308	14.63503344478163	1.8933874326609625	71.25184029429523	27.947172932576436	1.598190238586868	14.741473409462463	25.465071891564584	13.56678139894192	4.1346481855079125	0.13503726646125994	1
26710000	-7371.253394865933	-7083.317744975177	-287.9356498907553	-7083.317744975177	1.374105441010847	1.1782192595119692	1.0	0.319568938109951	0.9782213367684063	0.0987410332005911	0.3031069073873543	-112.68331246040077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.057486673623794	28.204074406247233	0.549495414493465	20.272181748284936	17.777466619425066	1.1057984985700025	2.346587627297312	10.609935602010662	4.840606473552732	0.6409346461093094	11.816163652912138	2.432863184535821	0.6641757764111058	1.1969991211098288	39.185886665436556	1.2586254221066573	19.849152755895684	0.8303160660632862	2.845619890456865	0.668255225407764	0.1649832384623249	2.4373258716975763	0.1522223411904729	6.676624909133204	0.9699597326389237	3.4447627980850166	1.526997212207098	16.188288950244704	4.1792826495032935	1.1133531741435603	2.2625421018444305	0.06952327463688066	3.36228363040407	11.804461957657352	24.65436513690799	8.730093210082744	0.23362407675494398	0.49683412925060566	4.177897169904038	0.30871278479298475	0.8884417690246594	1.4770331555333365	5.784243179669973	13.84217732086107	8.926854952445398	6.666499320489629	0.8624692304860149	32.456389436877195	1.7892244857279596	0.7280020356462873	6.714984481449119	2.13588577268637	9.412828580378516	1.8834005008017556	1.3000067923467749	1
26720000	-7383.709097547199	-7082.937847115425	-300.7712504317746	-7082.937847115425	1.8372295267639236	1.270198374930998	1.0	0.4314193164444706	0.9809025956928644	0.14883928895221346	0.39898621763397357	-118.25195563333126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	17.783185451722346	21.025575890864687	0.6489648022020539	10.63366012472102	21.61749594102501	0.5017453404135161	4.890841230706265	9.281502971685997	5.716850659332464	0.7569563182255052	36.35074946567267	2.8732588729468365	0.7844045464207507	7.9747953740261295	46.27929645671245	1.4864611724865229	14.528919677634835	18.358493955303263	4.983803745373877	0.7892224552538029	0.194848422555181	2.8952564712857796	0.1797775539809963	7.885224242548196	1.1455413629178923	4.068332053240133	0.19593921026930974	5.130773351373911	4.935814324277015	1.236152178941921	2.6721063522446395	0.08210834336944026	2.061781167604226	13.941299813237798	6.7633417682278365	4.855798028703787	0.2759145913904852	0.5867707971932196	0.9886197508429454	0.3645958201582176	1.0492670579146173	0.485940799323619	6.831304014508286	16.347881401993373	10.542789813524543	7.873265724864627	0.9156265033142202	11.463909375459242	0.719827079344165	0.8597846034828082	13.19144244617361	2.5225227571286237	11.116734146832137	2.2243327264100357	1.4313045493192196	2
26730000	-7332.586683615797	-7087.811281080152	-244.77540253564447	-7087.811281080152	1.4229272997639137	1.270198374930998	1.0	0.3341677812629055	0.9953516891097508	0.09999485418868811	0.31765170454400943	-113.6166377867599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6.5020108262758605	23.64983794674684	0.5439617763047251	3.887952101808484	7.903937853378555	0.7389343492570392	8.066898830669023	11.16969393426675	0.541927354248656	0.5702089617179349	13.290811548397462	1.0505407115789878	0.6216605852161716	2.915799646807963	0.4545987926886751	0.5434901785500975	1.5175916276769554	6.712359086371713	1.7352639848674085	0.28856095339787624	1.2633468109711927	2.9164842194900675	2.9292483685549757	8.942884756920739	1.8597844260182497	0.008236333585353127	0.07164064446842977	1.9551017689216001	0.11440850038347543	0.5704926505485067	0.06596920942109787	0.19765978541117202	1.3695601757451727	0.26374798405598937	1.0344877431949435	1.7754103413335967	0.17096284745171264	7.965296195738876	0.36146596685400945	0.1333060365545509	5.609546051566419	0.9552166052156289	0.29983570706418855	3.6339423014592507	3.2424103539244995	1.7795473621007536	2.542891819351126	4.191513554927365	0.26318813778602257	1.16640772646973	4.823146102371022	5.40196603061761	3.5083199454127625	1.1847140852904574	0.22304733940224003	2
26740000	-7432.8443588148	-7086.088068555018	-346.7562902597819	-7086.088068555018	1.554204091454675	1.270198374930998	1.0	0.3983370354126278	0.9689267913728498	0.1333810760749268	0.373433570965461	-113.80283688153195	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	39.57656833433495	47.182516907303146	15.662327076092303	23.665263892828275	48.10984554200453	4.497760238998064	48.71713129285629	67.98791436591792	3.2986141580991126	5.81892943451594	6.722764248057291	20.549827822577086	27.821251882006997	17.747947066587827	21.312053908928824	13.172098619572868	29.683660922716705	3.9089077678245743	5.2931407900823615	1.7564185289603753	14.495076856669296	17.75211393715404	40.886049319379815	4.408006238527547	79.34437897590111	0.05013307846978907	4.281313126557701	13.510378816049453	41.78922863888395	7.702024149453395	38.79367960255286	2.2811395897004174	8.336266015479396	58.487841191470736	4.818646008949807	10.806602845279981	4.784572069571129	48.483322716095245	4.817553329158508	0.8114098247514502	4.950005133531172	1.2741258833740678	1.368880098492026	22.11915200687341	13.587335654709268	2.019288383947956	59.25419964497963	25.512987760724474	15.521126461365107	23.66904855092372	3.9034095304975094	18.580631286565993	33.92187946403339	7.21114116938531	2.777942504254223	2
26750000	-7411.209401722454	-7091.200192856877	-320.0092088655768	-7091.200192856877	1.4236621347475285	1.249200787787185	1.0	0.40961022909502426	0.9675006231014809	0.1541043933583869	0.39575715134150763	-115.81074170366351	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	22.83614026408228	44.50032345346976	9.03734489938787	13.655132528868092	27.759940467789686	2.5952599736360638	28.11035140968023	17.46701962199706	6.200145306370546	7.099371265639908	3.8791131670151624	11.8574896791136	16.05318593903175	18.326312110665807	12.297302996777377	7.600454114863956	4.01262222096042	2.255485248526733	3.054203803086942	1.013473921006299	8.363827945900537	10.243176225593077	11.553962171686166	3.4428825619424646	45.782629563873385	0.028927369400371345	2.470367472151656	7.795645722939754	24.112870996383077	4.444157520390082	22.384404359667474	1.7264632078238384	4.810122454276421	33.748164669271056	2.7804147952836185	6.235535538813948	2.760753735930823	0.6160197849294295	2.7797843063345287	0.4454956269061887	2.8562105380717724	1.1984113996234396	6.482093587623178	10.112172844610724	7.8400507139705535	1.8500860339894074	34.86309637342776	14.721290692459146	8.955870502314198	13.657316320610445	18.33453909712701	51.78732886558189	19.573319013359473	4.16091233118149	12.698720347569836	2
26760000	-7361.308249084342	-7087.807479771367	-273.5007693129745	-7087.807479771367	1.9322058023701092	1.4036538811160142	1.0	0.3905837953138692	0.952789974262211	0.15247049880832153	0.3817783878133123	-122.41361581502868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.979612026501993	16.50878761268024	4.010752387607022	5.36946221479298	10.915745498008368	1.2258919387579368	1.5973480116961394	6.718382337334883	2.2364657459035286	0.4161656283247444	1.5253423233469265	14.568560684908212	6.3124231965123325	2.360158920500207	2.8162533714840814	2.9886455586390968	1.5778406655619375	10.08623650550727	4.750179267140232	3.0777024190292077	3.28881891344523	4.027815005567506	4.543241391532572	1.9447109106192468	0.26150495382803024	4.531830567898876	3.0380371611804358	3.0653986741428794	9.481647243740733	0.7101373428928173	8.801980731844637	0.2743305370053093	1.8914331817843932	13.270431072504842	2.0526753293788693	0.7283171013975049	1.1601914113863239	7.135234968339855	1.456873746552234	4.4260127840755805	0.29888700161532067	1.6863786375759826	2.548884569074164	3.9763019424238255	3.082859575454826	0.7274896111495877	13.708843782516098	5.788696225322928	5.089790260135802	5.370320923942877	7.209495382014333	1.9837930925479648	12.180235064164078	1.6361512049855718	4.993382447101832	1
26770000	-7381.140629316759	-7081.5752179749325	-299.5654113418272	-7081.5752179749325	2.0627259345059286	1.3316947642498358	1.0	0.4220074554461553	0.8478578402467124	0.1391812766333327	0.39194033121694977	-122.18457434314962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.409950080216227	26.153272395287782	5.989567159826367	8.018633772313477	7.829117464175024	14.915805980464425	6.8000599805069895	10.033080660675607	10.456550820783418	8.735900051188906	3.699229809542887	21.75635995727132	1.3863410947788368	3.20272954271722	3.26780571218094	11.728707401228233	6.1134270831017155	2.4720558233656296	1.9063562793950597	2.1181092888946886	6.719992207342135	6.0150480886696815	14.559868602451393	3.784545330173934	0.3905256002390116	6.767733562225571	9.688052032182979	13.107333277102763	14.159678151074164	1.3757015153799574	13.144679510952308	21.923919033016702	1.5619338675718346	12.182969625397131	3.0654190422283665	13.840311006178224	1.7607377344525608	10.65559897840309	0.31504118449470725	5.658307687999928	0.44635110731485533	2.5183998239004524	2.539557244014438	4.720439719938792	4.603872961231958	1.0864165779768307	20.472478124718773	16.11091405470443	7.600977982762604	8.019916149191188	3.6976996181759167	8.695552185826086	2.9805650325159303	6.915185771579623	15.052115359730973	1
26780000	-7360.631160676497	-7080.012385120854	-280.6187755556429	-7080.012385120854	1.8714397961025722	1.3316947642498358	1.0	0.3877274922153459	0.8879138989406244	0.18601597034055217	0.43621190959168277	-123.93465528530442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.943855829369825	22.975630510905496	4.441432813796217	4.698913511389203	5.805511196481852	21.091364625496208	5.042436077147469	12.914243609601646	7.753827062171468	6.477916034673731	3.5552304099311387	5.3644327993351135	1.0280109839595473	1.7979726890397987	1.1175025218851833	0.22009304640134603	1.2565487188644469	2.3753259498806574	1.6944095337070317	10.341956388500414	4.160853101833494	3.8259271934464034	2.2148568002528735	1.598774265469342	0.28958573620523353	3.687618118495665	19.93242930017182	9.71945694319169	10.499800318592175	1.02012143604962	9.747150227875697	6.27558518235652	1.3949020972752613	12.41328555754086	1.2098137478610875	1.3707534069410572	1.3056366414486462	0.793539458345229	0.23361191504739418	4.195794581718456	0.33098192266700327	1.8674644290079767	1.8831532521636476	3.5003390576041102	1.9049188576807279	0.8056085039404366	4.594552243745095	11.946696720049664	5.084628942464222	5.946993797452388	2.7419484549538544	6.447996955647283	2.210172953374747	5.127805095064797	2.2489938171861588	1
26790000	-7409.498919014022	-7077.467330280731	-332.03158873329124	-7077.467330280731	3.2302486334505676	1.140752897842146	1.0	0.45096424274138724	0.8240184318329131	0.2094467431652926	0.489477886941964	-123.23960404757385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.107730438109016	40.98758088901468	9.87443916034747	10.446884492729437	12.907133690350214	46.891488745758345	9.15131792818354	28.711660892134912	4.210401958126874	22.23568729266211	7.904184945640599	3.151770344641717	2.2855308957383755	1.5869762629789503	0.9239969641145114	0.4893230377266581	35.724048674536306	16.466889604433085	28.67693090669533	22.99280962665931	9.951994122888637	16.98028115982153	2.2042695614231587	3.554483401497777	12.432656947424043	9.178299199543503	44.314879610718435	16.01546921940027	9.405110314244917	2.26799041632434	19.38269948180361	9.927413960763763	52.82839999784046	27.59790323456216	3.8212010681741235	3.814275627959292	3.2044324442394014	2.507804925928421	8.683745147892374	8.549633080808212	7.925616585862114	2.3295975238859876	42.45620097642773	32.81265687453899	4.235120996795964	2.3853099806358538	3.0581386917054516	26.56055711634719	11.304428379361385	13.221685636558114	13.979147827244544	14.799852942448696	25.854166243002936	11.400419990606279	0.7563859444294477	1
26800000	-7401.709318370458	-7081.595207609775	-320.1141107606838	-7081.595207609775	1.9100835742886042	1.5527216095020717	1.0	0.477570608683916	0.8570994734866207	0.1572785985360034	0.44269342273834805	-122.93480733716281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.074193178442023	23.096383651674056	1.3438064161639074	9.013403410406156	11.13606672918956	40.45722003284198	7.895609478692521	24.771957839076304	9.122655553860898	1.4233074258840923	6.819603260196882	2.1286115987515513	1.9719191864879766	13.902031207632875	0.797209674649971	0.42218002315477354	30.82213289336884	14.207366705612012	24.741993367905742	7.900383240177278	0.004345791923289475	14.650312657530245	5.45219473700948	2.3629407680895156	0.10418674782297606	7.9188884843580105	38.23416323718055	5.390052856170519	8.114577455188554	1.9567855438138706	16.723080429744616	1.8872400381794037	45.57949128644273	0.3945109921766884	9.425348122883035	23.40513389678578	2.7647326187462578	4.183529006083463	1.2127743838624738	7.376485498801982	2.1490764050204265	1.9021026188778285	6.1902591164298455	28.310231015121072	3.65399407474736	2.0580069712938713	2.6385127290817056	22.9160202030934	9.753278441830167	11.407457074002256	12.060983232689884	10.077783375341086	29.31638539597703	29.154769766457132	0.501212179547874	1
26810000	-7399.390574050707	-7080.3684960861765	-319.0220779645302	-7080.3684960861765	1.8669116392539429	1.555662397613278	1.0	0.4686388401085265	0.8342039591609597	0.2045020116459913	0.479571167471003	-116.78067905381077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.194656616171233	36.198589221438816	1.5636478925396793	10.487960972477227	12.95788371213923	27.508734989977448	9.18730032329896	28.824553301157113	9.977462110170583	1.656154956658788	8.340297116551929	0.8454470122655644	2.2945174566233026	8.019097820658995	13.119057749592425	0.4912470245251426	35.86451334253464	17.091500452690152	28.78968675964241	9.192855053500676	0.00505674649304451	17.04704653620319	6.344152481856402	1.7195244852594147	0.12123129247218065	9.214387683287292	44.48912287493003	6.271844432241878	9.442090604743735	2.2769080091692806	37.8403520942704	2.67881126303657	1.5279088151031952	0.4590514482448898	10.967298229510217	27.234122305198337	3.2170320670734185	4.867937996913937	1.411179531993962	3.4085574926726605	2.5006569035514	3.0424386045333027	8.018052994221106	32.94167413672041	0.08684135865107706	1.0441081817975149	3.070163096887985	1.562347296164328	11.348876666667339	17.166082981845555	14.03411293985938	11.72646933872167	34.11243144095039	33.924376126240944	0.06923497858483255	1
26820000	-7408.664601941347	-7075.136521485858	-333.5280804554899	-7075.136521485858	1.509539754280996	1.338374363570407	1.0	0.36750435035337475	1.0470716689116568	0.19668837836285238	0.42013275955570406	-120.9109889199638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.60420174631962	32.80389813737159	2.0152102621774297	13.51675571072733	16.699961901520034	35.452920901062235	24.262169990395833	9.219113691503189	12.264405677604309	2.1344322339692696	27.162278963954584	3.04458643376963	2.701209993575009	10.334915103776524	16.907681027943514	2.7250427694167763	20.03691339922872	22.027316554194982	1.165857702270133	21.12896527552154	0.006517072976999799	21.97002489081865	6.985384275472926	51.962099679828235	0.15624140565953673	0.22907534361183485	1.6290826132226066	8.08307632615792	16.02092180789924	2.106234421239346	48.76818254839032	4.400178613260672	1.9691501766847952	0.5916198869222334	7.291808480379629	7.571282906646644	9.967890060392026	6.2737388985260125	1.8187109055799213	3.71602277465137	3.2228160049745584	3.9210576288642973	17.967761427216004	42.454826364906275	0.11192007994257586	1.34563384302862	3.956788615215751	0.26979095592700597	14.62629331831727	22.123437604752613	32.83594846195941	15.112930131680027	43.9636840465238	43.721320659045325	0.7388530004260977	1
26830000	-7374.277318975979	-7078.35788938295	-295.9194295930297	-7078.35788938295	1.8814764467484024	1.2167752160003182	1.0	0.44980516644286417	0.9853382559432464	0.2011468542747849	0.43941808433504315	-114.72030323072208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	15.00922609382245	16.06641800189388	1.0574231967687737	3.0181292003758764	9.676901213770059	18.6028930368215	0.10929460980294939	7.757034115267394	13.67947739342953	1.277960524004255	14.25261889176567	1.5975585178674874	1.4173816797973222	4.853455913744789	8.87181573956309	1.4298872383940928	10.513789760627002	11.558196146643004	0.6117500499327251	0.8048391855270791	27.514989610221097	11.528134006243743	3.6653780053937437	27.265606267255066	3.040597933663268	0.12020064937601276	1.541780427416355	1.3887721931398955	8.406514531633437	1.1051854869202953	25.58969079246466	2.3088662373921722	5.866068186324822	0.2650450970549807	3.8261652286434265	0.9159943492183417	10.281590920808476	3.291962712915113	0.9543158527282398	3.4444186881189385	18.435534721264407	17.564760582425492	9.428062214518741	1.728149506920359	25.842534008296333	1.0517513722215377	2.0762101826133663	0.14156498725219396	7.674723639418969	0.16818884969603687	13.831602487998625	7.930072207511019	23.068669408212102	0.9248796809256163	0.38769170459096114	3
26840000	-7452.209118898988	-7078.627748894251	-373.58137000473613	-7078.627748894251	1.7788985467818486	1.373918728039688	1.0	0.4314564976502005	0.9508756896245055	0.21586758986390714	0.46241991379170655	-114.28101584985251	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	57.4884475921031	38.641540384902875	44.645716256320625	22.76075928849383	5.707140867959943	52.82775271181331	16.966475301190535	50.09819737578027	17.00317616326601	4.894853748604232	54.59048515144461	16.47795867688687	19.307212053449707	3.6414364299257875	33.98089355190585	10.308200329089722	40.26999446007186	71.47275319545628	3.2927888084964247	59.311217341617755	105.38811450481761	44.15514321057869	14.039157652175897	104.43292460009982	13.785050321958696	20.89110979306419	22.56727135925605	101.2196388652972	6.1123473360869625	25.968408786635614	98.01382088755489	56.791953372315994	42.12950357214846	1.015177669810734	66.32830611368097	46.32248225329025	17.656125321325458	8.4898552519153	16.90131785865851	31.70442389749572	70.6119199638158	67.27667448664866	36.1114328697819	10.912399122065136	16.067520442106304	1.0099219709856195	59.868856104352936	1.630459739720177	29.395782632004327	12.08500052332994	52.97790504157877	30.373820585641422	40.85054831953877	11.555976975681435	3.0681534512448474	2
26850000	-7487.886853050905	-7091.508253551143	-396.3785994997628	-7091.508253551143	1.570935990788546	1.2264766294221359	1.0	0.5130376315159096	0.898752313272014	0.3219818933295759	0.5715136427935269	-124.15296927173952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.25415060000833	31.35276733418919	58.44261926564718	29.794535754730283	7.470823380381489	69.15315728548035	22.209639344001044	65.58008518260617	22.257681904158055	13.0972554409739	71.46062840421267	21.570156018989387	25.273735931185332	7.217934850444424	44.48203748728892	13.49375209232355	52.71466450550029	93.56003785196886	5.7474708468939095	77.64021240867609	137.95629161302818	57.80044402156149	18.377690275275967	136.70591857371323	18.045055944420266	22.09065704980743	29.541254089004045	132.4996284626387	6.321703433543928	33.993447858218026	128.30311387583015	7.741045788039326	13.06130289375592	0.8448964052970731	86.82579798881297	60.63755766009178	96.65444182373162	11.113482316187435	9.032073982888539	41.50206851291603	92.43318060727503	88.06724143271973	47.27097915126083	14.284666943278069	42.93224189107448	0.5328390317966737	78.37017874433063	2.1343220758148824	38.47998590760059	10.317142166242057	44.92424380141512	39.760267747488726	53.47462740938184	15.127130198896113	4.016307476628253	1
