Sample	posterior	likelihood	prior	Tree.t:Ala.CFheight	Tree.t:Ala.CFlength	Tree.t:Ala.nConv	Tree.t:Ala.nUselessConvs	Tree.t:Ala.meanEdgeLength	Tree.t:Ala.meanDepartureHeight	Tree.t:Ala.locus.Ala.meanTractLength	Tree.t:Ala.locus.Ala.meanRegionLength	Tree.t:Ala.locus.Ala.meanStartSite	Tree.t:Ala.locus.Ala.meanEndSite	Tree.t:Ala.locus.Ala.randomStartSite	Tree.t:Ala.locus.Ala.randomEndSite	rho.t:Ala	delta.t:Ala	popSize.t:Ala	gammaShape.s:Ala	mutationRate.s:Ala
95000	-5440.639298387424	-5259.8657858680635	-180.77351251936048	1.9748232770735767	19.3619170482738	13	2	0.45946231602018395	0.4863241443871535	103.61538461538461	52.0	0.0	102.61538461538461	0.0	103.0	3.775700033894027E-4	1911.6747970575623	6.081664608089969	0.6189734140978024	1.0
96000	-5608.402833496714	-5256.827961403159	-351.5748720935556	28.082796640328073	73.96636160599502	47	37	1.8816709993292324	11.271873164195439	100.97872340425532	52.0	2.297872340425532	102.27659574468085	0.0	103.0	3.0265623296663795E-4	1779.2933833583475	5.73586026283715	0.6189734140978024	1.0
97000	-5466.691356983608	-5262.644047968021	-204.0473090155862	4.697840197249851	24.27821328561139	19	9	1.2441948486256307	1.234495302209019	100.6842105263158	52.0	3.0526315789473686	102.73684210526316	0.0	103.0	6.077836577250293E-4	1167.4927073609633	4.1069095897250305	0.77848920062253	1.0
98000	-5539.551193135049	-5264.7172822395605	-274.83391089548877	12.188757265328837	41.233693326476875	29	19	1.5194778589720759	4.670465020769295	94.20689655172414	52.0	3.8620689655172415	97.06896551724138	0.0	103.0	6.729510554519112E-4	849.2535150051851	5.143417448991104	0.77848920062253	1.0
99000	-5464.451059195741	-5275.179792391032	-189.27126680470994	3.2426841504479347	21.456967045341653	14	4	1.3944023294484107	0.6288314929613643	103.64285714285714	52.0	0.0	102.64285714285714	0.0	103.0	6.31842142356129E-4	954.8359018139753	6.296462391162547	0.8478273970565054	1.0
100000	-5501.752620967153	-5270.41258439249	-231.34003657466315	3.946955521320978	27.828338080843668	15	5	1.478126604476828	0.438182220917327	93.26666666666667	26.0	10.4	102.66666666666667	0.0	103.0	4.385592239970081E-4	954.7494219343188	7.1498182995334805	0.8478273970565054	1.0
101000	-5468.772240240441	-5268.1937732619035	-200.57846697853725	3.1122374655452973	21.499090579225836	11	3	2.092081479497082	0.5026970099255008	90.0909090909091	34.666666666666664	6.818181818181818	95.9090909090909	0.0	103.0	5.584328937552769E-4	560.7324714110092	6.189997555362465	0.8478273970565054	1.0
102000	-5552.8341503280035	-5257.656520383561	-295.17762994444263	24.05982206814597	65.09219680060079	24	16	1.5480627750368485	6.136273979661206	90.625	34.666666666666664	7.25	96.875	0.0	103.0	3.8763893195047354E-4	685.1135239237673	5.332039042522471	0.8478273970565054	1.0
103000	-5489.1465417674135	-5255.837267042754	-233.30927472465905	9.472839031598495	33.3930032497092	18	10	2.0237118241493484	2.642396349077477	97.0	34.666666666666664	5.888888888888889	101.88888888888889	0.0	88.0	2.827545590040059E-4	992.1651704429121	4.926638019916827	0.8478273970565054	1.0
104000	-5418.150087096582	-5253.809196920021	-164.34089017656086	4.20505925064712	21.566400138122003	7	1	0.17711450469291629	0.5119657218552155	101.14285714285714	34.666666666666664	0.0	100.14285714285714	0.0	103.0	3.7270675269128413E-4	962.8898046618544	3.8540535434244134	0.8091089416710701	1.0
105000	-5480.7030722965	-5261.739712299455	-218.9633599970448	15.078217130129548	44.19551140081073	16	9	1.413965050462057	4.408990133314084	102.0625	34.666666666666664	0.75	101.8125	0.0	103.0	2.429443255283993E-4	994.269360574424	4.801295723073875	0.8091089416710701	1.0
106000	-5439.417232401786	-5262.221630503167	-177.19560189861912	4.486741421855278	22.251100909468207	8	1	0.12870567618261192	0.30881897392631596	91.625	26.0	0.0	90.625	0.0	103.0	3.0845476631264577E-4	1072.7722008434023	4.69914288155362	0.8091089416710701	1.0
107000	-5507.622196601575	-5252.957786891599	-254.66440970997505	9.002428932544001	31.537025279429447	24	17	1.277887861745056	3.1659105941869936	93.58333333333333	26.0	4.125	96.70833333333333	0.0	89.0	5.208190040171166E-4	1354.858649055302	4.025789162049134	0.8091089416710701	1.0
108000	-5474.344633815355	-5255.964803565341	-218.37983025001466	9.15273130324046	33.5303138334324	16	9	1.2819296090203678	2.6276432301273114	97.8125	26.0	0.0	96.8125	0.0	98.0	5.209896195607416E-4	967.6244296753209	4.222551029912411	0.8091089416710701	1.0
109000	-5568.739863920068	-5256.668107870657	-312.0717560494116	16.725854470970656	50.558838466899275	25	11	2.092187733884641	7.182493524739604	85.04	26.0	14.28	98.32	0.0	103.0	6.679134330369838E-4	689.045071530707	8.04747369527389	0.8091089416710701	1.0
110000	-5501.00329727418	-5258.013551200742	-242.98974607343854	13.631603606282278	43.713562821711015	17	8	1.3109388951148677	4.700901880760538	90.17647058823529	20.8	10.0	99.17647058823529	0.0	103.0	0.001288990351752711	382.04442646951463	6.109947317060611	0.750194661926366	1.0
111000	-5470.186892725292	-5262.384127914854	-207.80276481043765	4.71045992380941	22.308637687118406	13	5	1.3509453150630262	1.551546695760615	76.61538461538461	26.0	7.538461538461538	83.15384615384616	0.0	103.0	9.513748200447779E-4	439.0267469725721	5.358420906245134	0.750194661926366	1.0
112000	-5544.608291546612	-5258.285756667573	-286.32253487903967	10.496498282099475	40.825091091907666	24	12	2.6844281420255736	3.2814345588780367	92.70833333333333	26.0	4.916666666666667	96.625	0.0	103.0	0.0011207048289401246	525.5117199825199	5.619076095853912	0.750194661926366	1.0
113000	-5515.581542375519	-5276.502462573251	-239.0790798022684	7.899532790141209	30.446856206624542	21	9	1.2350170253392432	2.246873833221567	100.23809523809524	20.8	3.3333333333333335	102.57142857142857	0.0	103.0	8.209726098395822E-4	680.290581786144	4.793654242338895	0.7540292468031572	1.0
114000	-5484.676581190016	-5262.813724531868	-221.8628566581485	2.2892073882460156	18.185604469347386	16	6	2.9370735358590228	0.5365248160463357	90.75	20.8	4.75	94.5	0.0	103.0	0.0011273882915802948	791.671072287985	5.515705565584798	0.6788454323555034	1.0
115000	-5576.463596405314	-5262.64904023246	-313.81455617285417	19.293995824472567	57.98628499284713	32	24	2.213047796219851	5.271963283341629	97.59375	34.666666666666664	0.0625	96.65625	0.0	103.0	6.968582830037711E-4	831.9326325856277	5.97597558947732	0.6788454323555034	1.0
116000	-5521.452188254934	-5254.439901718688	-267.0122865362461	15.343165049128654	45.145525138574584	28	20	1.1337151569560764	7.018127928936791	97.53571428571429	34.666666666666664	3.1785714285714284	99.71428571428571	0.0	103.0	5.904057393507146E-4	903.7681573990185	4.96853648020503	0.6788454323555034	1.0
117000	-5517.286706570737	-5267.47310491041	-249.8136016603263	7.265890451200822	30.926834505546033	21	13	2.2231992011605337	2.027496991004886	90.52380952380952	34.666666666666664	6.238095238095238	95.76190476190476	0.0	103.0	5.495217134823369E-4	1413.4900016972565	4.9654855038026575	0.6788454323555034	1.0
118000	-5493.246388919411	-5261.014105501313	-232.23228341809866	6.4034555028088045	31.716243956621256	18	10	1.4444927922417137	1.217313717372144	96.27777777777777	34.666666666666664	0.6666666666666666	95.94444444444444	0.0	103.0	5.149114808077994E-4	1066.9387084900052	5.638847902024624	0.7704732164775461	1.0
119000	-5519.311125906921	-5260.831670043244	-258.47945586367666	9.281151845364489	42.890148682307135	21	13	1.0245054250440209	2.6006206239754097	89.19047619047619	34.666666666666664	8.476190476190476	96.66666666666667	2.0	103.0	5.963411707113419E-4	584.6950314354757	5.4021226941223315	0.7704732164775461	1.0
120000	-5483.556955776971	-5251.57394751957	-231.9830082574015	12.509498649721339	45.35467323616481	16	8	0.7271669944274379	2.2256589319252473	92.8125	34.666666666666664	3.3125	95.125	0.0	103.0	8.996505723713625E-4	343.7650237429616	4.461482952886998	0.7704732164775461	1.0
121000	-5490.48541327302	-5253.528647234742	-236.9567660382782	16.74232877002798	49.60935607642504	18	9	0.6238316976206735	3.855603547389476	83.61111111111111	34.666666666666664	5.444444444444445	88.05555555555556	0.0	92.0	7.550517284733808E-4	335.0933039182972	4.4246234476629756	0.7704732164775461	1.0
122000	-5453.020442516359	-5252.18953947839	-200.83090303796965	2.5672334919760433	20.393220812221337	13	4	1.4737407162083893	0.5975819655510293	83.84615384615384	34.666666666666664	1.3076923076923077	84.15384615384616	0.0	50.0	0.0010383165355501134	606.9709379304991	5.444789421101953	0.7704732164775461	1.0
123000	-5442.272125836757	-5246.209709563367	-196.06241627338997	3.090101061981375	20.693712363146325	13	2	0.5522145961121768	0.4278485413568592	86.76923076923077	26.0	0.0	85.76923076923077	0.0	103.0	5.805446038688965E-4	680.1310505126754	4.032075210293236	0.6757297667722616	1.0
124000	-5451.06675034625	-5240.359260592438	-210.7074897538119	5.557317355886533	26.547344356626063	15	4	1.6881833212788078	0.8316256042998629	82.8	26.0	6.266666666666667	88.06666666666666	0.0	103.0	9.800160603407175E-4	511.88254871964733	5.03513492832004	0.6757297667722616	1.0
125000	-5475.690725889734	-5240.275336029235	-235.41538986049807	7.365243690160087	27.646328159156816	20	10	1.3169444949054765	1.859202214444603	86.1	34.666666666666664	4.65	89.75	0.0	103.0	9.93218464059534E-4	577.4544214640914	4.389948939829621	0.6712517896515932	1.0
126000	-5427.684001361901	-5248.275297575567	-179.40870378633483	1.5126623065462526	14.908387150743991	12	2	0.501372005762236	0.28575553039557156	91.41666666666667	34.666666666666664	0.08333333333333333	90.5	0.0	103.0	0.0015341429730749397	505.1643026138412	4.820539417608343	0.6621222676701103	1.0
127000	-5499.173940661764	-5244.737484729438	-254.43645593232657	6.557874105985291	27.483384126158157	25	15	1.1813760234662147	2.126213242751159	87.64	34.666666666666664	4.84	91.48	56.0	103.0	0.0011853606388453034	683.1673001031942	3.6612526175311784	0.5862334561056467	1.0
128000	-5428.680879351042	-5236.52416979694	-192.1567095541009	2.6509082596250857	18.424669320438866	14	4	2.329769149270075	0.6748603321740454	93.28571428571429	34.666666666666664	0.0	92.28571428571429	0.0	103.0	0.0011208573951657457	813.3122602452269	5.341736824411037	0.7026441819233159	1.0
129000	-5414.202653269077	-5240.9137982447955	-173.28885502428184	1.3231261101704526	15.52455056768683	10	0	0.11842292983967292	0.24860489421614465	89.0	34.666666666666664	0.0	88.0	0.0	103.0	0.001158616187528367	900.698673773902	4.0295250462014	0.6559031697145243	1.0
130000	-5425.146998658568	-5246.78474860088	-178.3622500576877	1.0681479958820095	15.326020364519715	9	0	0.09544829286316722	0.19342036438393675	85.0	26.0	0.0	84.0	0.0	103.0	7.297081572613522E-4	664.8725751761237	6.135659456829618	0.6598684124206309	1.0
131000	-5421.951603635581	-5257.271631132112	-164.67997250346846	1.0727876098004372	14.92048868768261	8	0	0.09426545376649997	0.2176317385314089	80.25	34.666666666666664	11.625	90.875	0.0	103.0	8.257570377379982E-4	446.8355274793975	4.841890741933482	0.6598684124206309	1.0
132000	-5421.444699410036	-5250.11906366774	-171.3256357422963	1.4992705738980991	17.310294239544533	6	0	0.08928375277997963	0.1796582544341586	84.0	26.0	1.5	84.5	0.0	103.0	0.0010508727568420636	296.8899359675219	5.279008961014258	0.6598684124206309	1.0
133000	-5425.693362704589	-5244.28331242578	-181.41005027880843	1.3951606267421213	14.99502576559805	9	0	0.11258839829131809	0.17707175152721472	96.66666666666667	20.8	1.1111111111111112	96.77777777777777	0.0	103.0	0.001674201102542646	234.5603488239042	6.012458247128678	0.6598684124206309	1.0
134000	-5421.110552736517	-5250.4580174548155	-170.6525352817018	1.5994771518264153	17.339051442538675	6	0	0.14254311926132934	0.20340298806314072	92.16666666666667	26.0	9.5	100.66666666666667	0.0	103.0	0.0012165146954446003	229.5107216854766	4.664855708360719	0.6266779203238189	1.0
135000	-5429.339875254926	-5244.194025173142	-185.14585008178346	1.4089504313809673	17.598832087842343	7	0	0.15704076840949804	0.16102344569562235	93.14285714285714	20.8	8.142857142857142	100.28571428571429	0.0	103.0	9.869770006203015E-4	268.101116324317	6.224747796090365	0.7245506019494484	1.0
136000	-5444.508841667267	-5251.935658406883	-192.5731832603839	3.8420014595380247	22.249754228551264	9	2	1.025721114203513	0.7014513508196676	92.88888888888889	26.0	6.333333333333333	98.22222222222223	9.0	74.0	0.0011705626108941987	473.67808268918543	3.996953653958183	0.7245506019494484	1.0
137000	-5443.645092371426	-5254.64305680096	-189.00203557046547	4.460387384618723	25.760249289868867	10	3	0.8371119847649773	0.6869706648464727	96.9	26.0	5.7	101.6	0.0	89.0	6.310667204535983E-4	434.64706770545627	4.559202939996437	0.7245506019494484	1.0
138000	-5507.164856217911	-5253.973408316765	-253.1914479011454	9.971338312412444	34.2870458583264	20	11	1.2572610257378054	2.87629834211035	91.9	20.8	5.05	95.95	48.0	103.0	8.992897616912436E-4	473.9308355379357	4.434843730074453	0.7245506019494484	1.0
139000	-5432.521916452847	-5242.187771874453	-190.33414457839433	1.4167181620457174	16.04330645929947	10	1	0.25637640725861016	0.2804827774835531	80.1	17.333333333333332	5.7	84.8	0.0	103.0	0.002325424752536494	357.26906348139545	3.9370744105401703	0.7245506019494484	1.0
140000	-5445.292159559116	-5253.197695219632	-192.0944643394843	1.2895918443845762	15.417061660466926	11	2	1.0529769816334826	0.2351316718986717	80.9090909090909	20.8	5.181818181818182	85.0909090909091	0.0	103.0	0.0019115865837347518	358.5759256651564	4.835279746960976	0.7245506019494484	1.0
141000	-5432.999057105723	-5231.059517376097	-201.93953972962692	1.236878662501846	15.477856662591796	11	2	0.8460350547469798	0.22172681004053343	73.54545454545455	17.333333333333332	5.181818181818182	77.72727272727273	0.0	4.0	8.960992759101276E-4	376.7705656818402	4.171084990957899	0.7245506019494484	1.0
142000	-5433.315026520373	-5236.987888023724	-196.32713849664944	1.4523384087057913	16.736055374686202	11	1	0.14599731349827802	0.22978208158323027	80.9090909090909	17.333333333333332	5.181818181818182	85.0909090909091	0.0	89.0	0.001263127813427006	338.67436015602016	4.463846427537959	0.8016055169624492	1.0
143000	-5455.657692249975	-5239.410265007865	-216.2474272421105	3.058315288819622	18.64464647615383	16	5	0.6088140719681887	0.46448541558541684	87.75	17.333333333333332	4.75	91.5	0.0	103.0	0.0016079671373323808	551.6405052565841	4.120289290950076	0.8016055169624492	1.0
144000	-5521.57198953418	-5242.655046764963	-278.91694276921646	8.526646369658932	31.90011326185987	21	9	1.2517715490579664	2.936687623336757	79.47619047619048	13.0	6.571428571428571	85.04761904761905	0.0	89.0	0.001145210976229513	496.9479117566451	4.3140440080912015	0.8016055169624492	1.0
145000	-5440.1526314395	-5248.311407340664	-191.84122409883582	1.5368288506724999	15.577665559947885	10	0	0.18660280376765687	0.2316175862055713	79.9	17.333333333333332	5.7	84.6	0.0	103.0	0.001393415964870073	516.6239764166891	4.854575306418066	0.8016055169624492	1.0
146000	-5414.6153483070375	-5235.092511756246	-179.52283655079182	0.9058256493953192	13.169025574019257	9	0	0.18066481402363282	0.19651769161655397	83.0	17.333333333333332	8.444444444444445	90.44444444444444	0.0	89.0	0.0012650236193739986	243.20093537081073	4.417346563004049	0.645475800370705	1.0
147000	-5425.277258901178	-5233.684180753652	-191.59307814752654	1.6982062447098327	16.63011375880692	10	0	0.11315850268923952	0.29276263732898344	87.6	17.333333333333332	6.5	93.1	9.0	103.0	0.0012093727606768705	316.46281370010246	4.2467280113300525	0.645475800370705	1.0
148000	-5437.156709767189	-5227.257500247751	-209.89920951943822	1.5064623524233827	17.079078315803276	10	0	0.1525001497162133	0.24706686499304426	69.9	13.0	14.8	83.7	48.0	9.0	0.0026029240955631116	215.4249539313298	5.4889278051932155	0.7533907878750793	1.0
149000	-5434.310750944857	-5224.257747401265	-210.0530035435919	2.830373685330836	17.518781868927015	11	4	0.8874437576716935	0.71920014798593	70.9090909090909	17.333333333333332	12.454545454545455	82.36363636363636	0.0	103.0	0.0015355401988553924	194.22573135940883	4.679712186016554	0.7533907878750793	1.0
150000	-5425.246530109808	-5229.17089340263	-196.07563670717852	1.6005484687090024	15.506261982799034	9	1	0.7203224187515743	0.44847654724944797	92.55555555555556	13.0	6.222222222222222	97.77777777777777	0.0	73.0	0.0017242393411132004	207.54190898307894	4.568484858301649	0.7533907878750793	1.0
151000	-5436.006551577179	-5228.923894360705	-207.08265721647464	0.9086480042292461	13.918174595099558	9	0	0.39644803872414563	0.2351924808741003	47.333333333333336	13.0	4.222222222222222	50.55555555555556	0.0	17.0	0.0019739627099011016	185.66068772055442	4.12447581749902	0.7533907878750793	1.0
152000	-5440.625103015025	-5224.055489972538	-216.56961304248688	0.9257437126163758	14.503259913133551	9	0	0.36255584803456986	0.2337982044375217	61.55555555555556	9.454545454545455	8.88888888888889	69.44444444444444	10.0	89.0	0.0027776612773118257	165.91313552207765	3.720196256499033	0.7533907878750793	1.0
153000	-5434.298963684275	-5238.334388027432	-195.96457565684256	2.19960285776764	19.019875374515372	7	1	0.3210854164483433	0.3969736319343465	59.142857142857146	17.333333333333332	2.4285714285714284	60.57142857142857	8.0	9.0	0.0015941439760178717	142.82026348690516	5.772357053799121	0.7533907878750793	1.0
154000	-5406.26790930905	-5235.682779599039	-170.5851297100105	1.302920225997805	16.277104602864828	4	0	0.18758882047587966	0.08570549236518278	34.25	17.333333333333332	45.25	78.5	74.0	103.0	0.0011323781948093528	147.92688529542818	5.131412030538534	0.6344246421082149	1.0
155000	-5440.659595974362	-5246.824261151067	-193.83533482329452	1.0095868004642548	15.401356631197004	6	0	0.40188891972594476	0.1885908791472735	47.333333333333336	13.0	31.833333333333332	78.16666666666667	42.0	89.0	0.0014708267242249803	332.7975625381204	4.923012839741355	0.6344246421082149	1.0
156000	-5509.076581246237	-5246.200815133605	-262.87576611263194	18.94791788837748	51.698011502961535	17	11	2.3108498462589777	7.340340835466055	85.70588235294117	20.8	10.882352941176471	95.58823529411765	0.0	103.0	9.331190650791454E-4	246.1529395513457	6.27175258684651	0.6344246421082149	1.0
157000	-5528.3228685977065	-5244.280085790344	-284.0427828073621	11.755646233215002	37.267802454237	17	2	2.09298141217416	3.2179894372355533	55.11764705882353	8.666666666666666	5.294117647058823	59.411764705882355	0.0	34.0	0.001502240122830704	131.02718680101884	5.343788393775356	0.6344246421082149	1.0
158000	-5415.501046999059	-5245.4829488918385	-170.01809810722108	0.988097328003174	14.756701548529207	5	0	0.6869641384754793	0.3210701763807774	72.4	17.333333333333332	8.6	80.0	34.0	103.0	0.0018858459486652641	84.06991678113116	4.616607709058451	0.6344246421082149	1.0
159000	-5388.699729697406	-5243.595284261861	-145.1044454355448	1.0058507667876728	13.768719912860558	2	0	0.07991959066269191	0.13220599370545572	64.5	30.0	4.5	68.0	9.0	47.0	0.002671674104073083	69.21220055026448	3.7778381041536897	0.6344246421082149	1.0
160000	-5413.721899234702	-5238.684295459746	-175.0376037749557	1.3643169798086696	16.834443694507875	4	0	0.1598382231420738	0.17352912594049089	45.5	15.0	5.5	50.0	13.0	43.0	0.001943613282278106	76.54369857334669	5.027076396659677	0.6393083071989439	1.0
161000	-5418.946134410463	-5239.513112138183	-179.43302227228	1.2270798069804658	14.451127357309606	5	0	0.10231646559784227	0.2381985255995346	47.8	11.555555555555555	24.2	71.0	9.0	95.0	0.0015789954775393205	75.3307441702557	4.602239229784088	0.6393083071989439	1.0
162000	-5415.444179365402	-5226.870454420936	-188.57372494446616	1.3240268927782832	14.8403718725298	6	1	0.5385027496342291	0.27614797227229215	34.333333333333336	11.25	24.166666666666668	57.5	103.0	47.0	0.0013900638776648537	44.41223659245228	4.093054125367582	0.7184093829397779	1.0
163000	-5425.848449478528	-5227.06496633611	-198.78348314241805	1.238647458163743	13.825352605834253	7	0	0.38173808743440835	0.1870424377600672	39.57142857142857	9.454545454545455	8.285714285714286	46.857142857142854	20.0	89.0	0.002339081877204883	35.13514845139461	4.573734550543818	0.7006778344294763	1.0
164000	-5414.9685483528265	-5227.010432990205	-187.95811536262175	1.3733656744550966	16.01111281490055	5	0	0.5474606127385708	0.19432423749170105	32.8	11.25	8.4	40.2	13.0	44.0	0.002513897535251215	59.809795824484404	6.274712947883279	0.7006778344294763	1.0
165000	-5408.530437738357	-5217.383176450263	-191.14726128809397	0.9345168758643461	12.792895032975846	6	0	0.13510353718421653	0.19643234961330944	35.0	8.636363636363637	24.666666666666668	58.666666666666664	28.0	21.0	0.0027391064333117093	73.65802884512365	4.297387050105244	0.6547976243213995	1.0
166000	-5423.811338763476	-5208.02247844794	-215.78886031553637	0.9822911910452573	13.848305154839892	8	0	0.21704605782644928	0.2729243518552526	41.125	6.933333333333334	21.5	61.625	0.0	103.0	0.004252781009266149	55.94476936204023	3.8451278198945413	0.6547976243213995	1.0
