#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BirthDeath.t:Euk_READY" spec="beast.evolution.speciation.BirthDeathGernhard08Model">
#            <parameter id="relativeDeathRate2.t:Euk_READY" lower="0.0" name="relativeDeathRate" upper="1.0">0.5</parameter>
#            <parameter id="birthRate2.t:Euk_READY" lower="0.0" name="birthDiffRate" upper="10000.0">1.0</parameter>
#            <tree id="Tree.t:Euk_READY">
#                <taxonset id="TaxonSet.Euk_READY" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="BirthRatePrior.t:Euk_READY" name="distribution" x="@birthRate2.t:Euk_READY">
#            <Uniform id="Uniform.4" name="distr" upper="1000.0"/>
#        </prior>
#        <prior id="DeathRatePrior.t:Euk_READY" name="distribution" x="@relativeDeathRate2.t:Euk_READY">
#            <Uniform id="Uniform.5" name="distr"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:Euk_READY" name="distribution">
#            <parameter id="ucldStdev.c:Euk_READY" lower="0.0" name="x">0.1</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="alpha">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.3" name="beta">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@Euk_READY" id="treeLikelihood.Euk_READY" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:Euk_READY">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:Euk_READY" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:Euk_READY" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:Euk_READY" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:Euk_READY" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="WAG.s:Euk_READY" spec="beast.evolution.substitutionmodel.WAG"/>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:Euk_READY" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:Euk_READY">
#                <LogNormal S="@ucldStdev.c:Euk_READY" id="LogNormalDistributionModel.c:Euk_READY" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.1" lower="0.0" name="M" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="640" id="rateCategories.c:Euk_READY" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:Euk_READY" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	BirthDeath	birthRate2	relativeDeathRate2
860000	-42400.81279185841	-42289.742832500204	-111.06995935820318	-42289.742832500204	5.209615499853385	0.4443518720996169	0.940708478377853	0.21131480779257256	0.4625094346972286	-103.39322549131666	1.7986734143690772	0.1287982618510819
870000	-42410.39961159376	-42301.02258753603	-109.37702405773241	-42301.02258753603	5.157872829797904	0.42813380009318086	0.9362909919236876	0.20211352785756012	0.4582326510635919	-101.75987512126923	1.85245604420138	0.007526257114896572
880000	-42422.536130809465	-42329.2968021749	-93.23932863457102	-42329.2968021749	4.504949081321154	0.3695942883742317	0.9665409242196279	0.14223542518982016	0.3807944906702248	-85.84315717579764	1.9624367460570218	0.0561809328532086
890000	-42394.80660459593	-42286.4310766956	-108.37552790032892	-42286.4310766956	5.736327225249186	0.39934413418475057	0.9408072766793898	0.17105258052221045	0.4265207968067962	-100.86581378508575	2.019414386603704	0.015680266108620323
900000	-42369.18759817966	-42278.70346392613	-90.48413425353041	-42278.70346392613	4.352465000730514	0.3951145357270925	0.9696989608247202	0.1788851947501228	0.4248491730706008	-82.99039755500363	2.000039702399505	3.928751414479302E-4
910000	-42379.69084199407	-42289.74711125537	-89.9437307386961	-42289.74711125537	4.061300457619178	0.41537325211982534	0.961809936932288	0.1951740637087451	0.43684338032878145	-82.37392602104751	2.1203421123489057	0.00626341896989868
920000	-42378.38498610767	-42271.95566967398	-106.42931643368541	-42271.95566967398	5.475511517415292	0.42106444419874833	0.9559186869658519	0.19270328294986486	0.4420156280235009	-98.83834410938611	1.749860156612925	0.28374953517448553
930000	-42406.82429380882	-42302.937187185424	-103.88710662339663	-42302.937187185424	5.134966262821988	0.3983886997519047	0.9675299084893251	0.18222663194780486	0.42086161162351726	-96.38099713126576	1.9293478779791096	0.0057122753258206
940000	-42421.72060212117	-42306.73132932505	-114.989272796123	-42306.73132932505	6.013384557248344	0.45778613923593076	0.970883440397614	0.27062679233884745	0.5091835749988346	-107.26364829439446	1.91670578922182	0.08725653082998203
950000	-42396.5759143262	-42296.420181764435	-100.15573256176232	-42296.420181764435	5.2163068410191435	0.4178906606946648	0.9452842314759113	0.20562194448610335	0.45271204645834423	-92.57655416772332	2.084528550870975	0.03650255206872858
960000	-42413.63182091636	-42295.511270426294	-118.12055049006493	-42295.511270426294	5.283640633851852	0.4546758136084635	0.9444946443657037	0.22155855229681096	0.46748941263610116	-110.40620909388558	1.559408427821936	0.3448218861400751
970000	-42399.20245099951	-42297.15582354387	-102.04662745563839	-42297.15582354387	4.849631441999482	0.46661852297838646	0.9463513644160646	0.22134467126444607	0.4715779944769961	-94.28907726606974	1.9369072287907536	0.048579327150906605
980000	-42397.18044628032	-42283.99348569597	-113.18696058434698	-42283.99348569597	5.279174841871924	0.4765591999278427	0.9625676834616409	0.20288275452981686	0.4513238994561661	-105.3936756812436	2.3451823422350664	0.04901003644964285
990000	-42431.45794352899	-42331.03052118556	-100.42742234343437	-42331.03052118556	5.208782407292032	0.4158501145502782	0.9696919653774414	0.17581824370129318	0.42110957449503394	-92.85584071646166	1.9640697711382469	0.09147175007706401
1000000	-42431.64619076218	-42332.35191047562	-99.2942802865613	-42332.35191047562	4.598113151692854	0.371367937919658	0.9781309515034526	0.14110612730938135	0.3805851912415596	-91.89126041693127	1.7442729992435395	0.08709561817729275
1010000	-42411.4123989949	-42285.109821374026	-126.30257762087594	-42285.109821374026	7.689292427706285	0.4274711829295614	0.9781578368921605	0.17765990449059157	0.43694648121174207	-118.68787684564126	1.6232539124910428	0.20026476077866961
1020000	-42413.01758947849	-42298.26835650437	-114.74923297412131	-42298.26835650437	5.125388273936086	0.3887285191547236	0.9394065869329936	0.15219315867049618	0.40201211833237915	-107.27971995290773	1.8316051391717625	0.04611057920502656
1030000	-42445.56978108252	-42338.255764822854	-107.31401625966465	-42338.255764822854	4.1469794468498575	0.3984726203560145	0.9476154595256274	0.1509936150196661	0.40238642112822004	-99.80759004948862	2.2843805524522325	0.07483510111282189
1040000	-42422.60316969833	-42314.67023790973	-107.93293178859393	-42314.67023790973	5.122007200730829	0.4170595250804838	0.947860802146029	0.17396459931768302	0.43229506331517614	-100.35684630546845	2.0939452799701814	0.05016109468169467
1050000	-42453.28896124366	-42344.86052039971	-108.42844084395406	-42344.86052039971	4.856879814512727	0.4134711736249312	0.9577493099629403	0.1694292310129362	0.42151005942320424	-100.86572980018806	2.124968724117336	0.0038661537547626944
1060000	-42438.22971154968	-42339.862339490064	-98.36737205961111	-42339.862339490064	5.515069207849599	0.3803124571063599	1.0065981270000768	0.14930808448301983	0.380571569991012	-90.9299736348662	2.1540769448880295	0.024940522348619598
1070000	-42398.53678660054	-42296.538850230216	-101.99793637032593	-42296.538850230216	5.212328625694869	0.38325479467091045	0.9886894591469447	0.15633416115644627	0.387873235160437	-94.54928523699954	2.0625148345034	0.07134424622466787
1080000	-42406.21269210244	-42303.75624269755	-102.45644940489308	-42303.75624269755	4.891702982721118	0.40176139243432485	0.9978580285701428	0.17718699084617698	0.4158747788951396	-94.93762729837117	1.8685389191421535	0.09730745792089619
1090000	-42431.692493925104	-42322.354947538995	-109.33754638611063	-42322.354947538995	4.667422526557033	0.4036746573213727	0.960757134561183	0.18268945327598782	0.4313900068933467	-101.81152711215722	2.0447731400727984	0.11044776564684448
